type,count,amount,state,year,quarter,source,category,country,date,avg_transaction_value,growth
peer-to-peer payments,462570675,1314542897421.0,Madhya-Pradesh,2024,2,aggregated,transaction,india,2024-Q2,2841.8206524246266,-0.4722442326770868
recharge & bill payments,95424865,67725929808.0,Madhya-Pradesh,2024,2,aggregated,transaction,india,2024-Q2,709.7304230715966,-0.7937074912930873
financial services,480050,758501127.0,Madhya-Pradesh,2024,2,aggregated,transaction,india,2024-Q2,1580.0460931153004,-0.9949693405382339
others,510214,400330580.0,Madhya-Pradesh,2024,2,aggregated,transaction,india,2024-Q2,784.632683540632,0.06283512134152702
merchant payments,948087778,409029113947.0,Madhya-Pradesh,2024,3,aggregated,transaction,india,2024-Q3,431.42536317665724,1857.2159211624926
peer-to-peer payments,497526836,1279502846189.0,Madhya-Pradesh,2024,3,aggregated,transaction,india,2024-Q3,2571.7262941551157,-0.4752312522691332
recharge & bill payments,91085397,71189674865.0,Madhya-Pradesh,2024,3,aggregated,transaction,india,2024-Q3,781.5706711472093,-0.8169236503254671
financial services,607134,979041970.0,Madhya-Pradesh,2024,3,aggregated,transaction,india,2024-Q3,1612.5632397460856,-0.9933344529420012
others,431312,381789560.0,Madhya-Pradesh,2024,3,aggregated,transaction,india,2024-Q3,885.1818637088696,-0.2895934011272635
merchant payments,1049208528,472351463536.0,Madhya-Pradesh,2024,4,aggregated,transaction,india,2024-Q4,450.1978881513628,2431.5975813332343
peer-to-peer payments,545405608,1455644524190.0,Madhya-Pradesh,2024,4,aggregated,transaction,india,2024-Q4,2668.9210797223777,-0.4801742518814144
recharge & bill payments,88543631,73837534565.0,Madhya-Pradesh,2024,4,aggregated,transaction,india,2024-Q4,833.9113014802838,-0.8376554444962729
financial services,1823754,1042853205.0,Madhya-Pradesh,2024,4,aggregated,transaction,india,2024-Q4,571.8168157547564,-0.9794027647228517
others,420314,428693349.0,Madhya-Pradesh,2024,4,aggregated,transaction,india,2024-Q4,1019.935926474017,-0.7695336103443776
recharge & bill payments,9670237,2283567431.223535,Maharashtra,2018,1,aggregated,transaction,india,2018-Q1,236.1438950486462,
peer-to-peer payments,5227770,18283896464.750908,Maharashtra,2018,1,aggregated,transaction,india,2018-Q1,3497.4561743823674,-0.4593958762334367
merchant payments,616779,576964070.7366859,Maharashtra,2018,1,aggregated,transaction,india,2018-Q1,935.447008955697,-0.8820187192627067
financial services,235051,60997258.060299724,Maharashtra,2018,1,aggregated,transaction,india,2018-Q1,259.50648182862324,-0.6189056371893336
others,637197,506188032.9539564,Maharashtra,2018,1,aggregated,transaction,india,2018-Q1,794.3980165536818,1.7108882753104644
recharge & bill payments,12384216,3725800358.681482,Maharashtra,2018,2,aggregated,transaction,india,2018-Q2,300.85072471939134,18.43545873568143
peer-to-peer payments,7772336,30782831245.6586,Maharashtra,2018,2,aggregated,transaction,india,2018-Q2,3960.563625357756,-0.3723998354033876
merchant payments,1306326,1226121649.4989598,Maharashtra,2018,2,aggregated,transaction,india,2018-Q2,938.6031124688323,-0.8319262059694794
financial services,262875,85545909.43528841,Maharashtra,2018,2,aggregated,transaction,india,2018-Q2,325.42428696258077,-0.7987676889229794
others,559987,536758077.8463879,Maharashtra,2018,2,aggregated,transaction,india,2018-Q2,958.5188189125603,1.1302406086543035
recharge & bill payments,14371791,4547486090.186737,Maharashtra,2018,3,aggregated,transaction,india,2018-Q3,316.41749383822355,24.664508283228002
peer-to-peer payments,13470065,45466534003.98048,Maharashtra,2018,3,aggregated,transaction,india,2018-Q3,3375.375991428436,-0.06274277158636665
merchant payments,2797204,1702220875.4343855,Maharashtra,2018,3,aggregated,transaction,india,2018-Q3,608.5437012940013,-0.7923392351855763
financial services,234598,52348968.006728604,Maharashtra,2018,3,aggregated,transaction,india,2018-Q3,223.14328343263202,-0.9161312510635621
others,664880,492227795.6386977,Maharashtra,2018,3,aggregated,transaction,india,2018-Q3,740.3257665122995,1.8341247580968294
peer-to-peer payments,20824667,68974011019.10294,Maharashtra,2018,4,aggregated,transaction,india,2018-Q4,3312.130322136865,30.320940620863915
recharge & bill payments,18071025,5860865070.470685,Maharashtra,2018,4,aggregated,transaction,india,2018-Q4,324.32388702194174,-0.13222982149006268
merchant payments,6047705,3985195742.248016,Maharashtra,2018,4,aggregated,transaction,india,2018-Q4,658.9600091684392,-0.6653369136504432
financial services,325121,77345546.53012432,Maharashtra,2018,4,aggregated,transaction,india,2018-Q4,237.89772586244604,-0.9462405987064515
others,821705,621519669.4818641,Maharashtra,2018,4,aggregated,transaction,india,2018-Q4,756.3781034335486,1.5273821131209613
peer-to-peer payments,37360716,97373087988.08871,Maharashtra,2019,1,aggregated,transaction,india,2019-Q1,2606.2960888674806,44.46731004435899
recharge & bill payments,24540041,8256500586.651282,Maharashtra,2019,1,aggregated,transaction,india,2019-Q1,336.4501545311714,-0.3431592424513492
merchant payments,12069119,5172594695.5318,Maharashtra,2019,1,aggregated,transaction,india,2019-Q1,428.5809673043907,-0.5081866815136943
financial services,287569,49487746.20873056,Maharashtra,2019,1,aggregated,transaction,india,2019-Q1,172.08998956330677,-0.9761731572950768
others,821624,569019903.8604956,Maharashtra,2019,1,aggregated,transaction,india,2019-Q1,692.5551150654017,1.8571368958406502
peer-to-peer payments,42546317,130558153687.9542,Maharashtra,2019,2,aggregated,transaction,india,2019-Q2,3068.6123475259724,50.78319644995764
recharge & bill payments,29395661,12197234771.434273,Maharashtra,2019,2,aggregated,transaction,india,2019-Q2,414.93316892701523,-0.3090903497005393
merchant payments,27854042,9728561726.767143,Maharashtra,2019,2,aggregated,transaction,india,2019-Q2,349.26929911167446,-0.05244376032231424
financial services,182840,45291636.10507481,Maharashtra,2019,2,aggregated,transaction,india,2019-Q2,247.71185793630937,-0.9934357821389083
others,1170993,765228265.7976472,Maharashtra,2019,2,aggregated,transaction,india,2019-Q2,653.4866269889293,5.4044683876613435
peer-to-peer payments,57991699,165731686168.5575,Maharashtra,2019,3,aggregated,transaction,india,2019-Q3,2857.8518827075145,48.52352319783295
merchant payments,54683738,17545729507.395977,Maharashtra,2019,3,aggregated,transaction,india,2019-Q3,320.8582688220029,-0.05704197423151891
recharge & bill payments,34309301,15471698543.739595,Maharashtra,2019,3,aggregated,transaction,india,2019-Q3,450.9476466378489,-0.3725867642771604
financial services,231467,54108447.39407451,Maharashtra,2019,3,aggregated,transaction,india,2019-Q3,233.76311696299908,-0.9932535203792114
others,1519376,814284077.8637518,Maharashtra,2019,3,aggregated,transaction,india,2019-Q3,535.9332238127704,5.564114971032588
merchant payments,80127804,27209874138.48756,Maharashtra,2019,4,aggregated,transaction,india,2019-Q4,339.5809292176229,51.7373105801329
peer-to-peer payments,78795871,227268054757.2169,Maharashtra,2019,4,aggregated,transaction,india,2019-Q4,2884.263501030617,-0.01662260705410068
recharge & bill payments,40705998,17794666215.044445,Maharashtra,2019,4,aggregated,transaction,india,2019-Q4,437.15096274127575,-0.4833993522325555
financial services,129755,49622863.824426055,Maharashtra,2019,4,aggregated,transaction,india,2019-Q4,382.43508014663064,-0.9968123862237698
others,1501192,672210824.9770112,Maharashtra,2019,4,aggregated,transaction,india,2019-Q4,447.7847104014751,10.569434703864976
merchant payments,100337738,35200130304.82776,Maharashtra,2020,1,aggregated,transaction,india,2020-Q1,350.8164625440107,65.83871083778757
peer-to-peer payments,87067410,262541205695.8384,Maharashtra,2020,1,aggregated,transaction,india,2020-Q1,3015.378609468668,-0.13225659920697042
recharge & bill payments,50199498,21603565070.4256,Maharashtra,2020,1,aggregated,transaction,india,2020-Q1,430.35420534336015,-0.42344100967285003
financial services,123476,91363684.1276232,Maharashtra,2020,1,aggregated,transaction,india,2020-Q1,739.9307082155495,-0.9975402941280409
others,1215959,558931962.876125,Maharashtra,2020,1,aggregated,transaction,india,2020-Q1,459.6634943087102,8.84773559234183
peer-to-peer payments,74295930,239933338682.6934,Maharashtra,2020,2,aggregated,transaction,india,2020-Q2,3229.427758461243,60.100686783024756
recharge & bill payments,60856480,23112343247.416145,Maharashtra,2020,2,aggregated,transaction,india,2020-Q2,379.78442472216835,-0.18089079711365075
merchant payments,48965388,32859184582.219048,Maharashtra,2020,2,aggregated,transaction,india,2020-Q2,671.0696253896538,-0.19539565876961662
financial services,206461,211733275.7829895,Maharashtra,2020,2,aggregated,transaction,india,2020-Q2,1025.5364247145442,-0.995783531828646
others,466502,242917371.3033281,Maharashtra,2020,2,aggregated,transaction,india,2020-Q2,520.7209643331178,1.2595163251170924
peer-to-peer payments,108436214,351555554813.2122,Maharashtra,2020,3,aggregated,transaction,india,2020-Q3,3242.049328771403,231.44533571131527
merchant payments,100808237,60171102123.94888,Maharashtra,2020,3,aggregated,transaction,india,2020-Q3,596.886761584263,-0.07034529073469864
recharge & bill payments,58082283,27915727882.59293,Maharashtra,2020,3,aggregated,transaction,india,2020-Q3,480.62380541400086,-0.42383395713983174
financial services,325453,333669599.61883616,Maharashtra,2020,3,aggregated,transaction,india,2020-Q3,1025.246655028026,-0.9943966906397257
others,658737,331024593.0721529,Maharashtra,2020,3,aggregated,transaction,india,2020-Q3,502.5140428914011,1.0240618461037383
merchant payments,189845640,103804638603.74612,Maharashtra,2020,4,aggregated,transaction,india,2020-Q4,546.7844223535823,287.1964122252128
peer-to-peer payments,151741840,485747881733.823,Maharashtra,2020,4,aggregated,transaction,india,2020-Q4,3201.1466431000376,-0.20070937631225028
recharge & bill payments,64556682,31556917821.77767,Maharashtra,2020,4,aggregated,transaction,india,2020-Q4,488.8249650404535,-0.5745624146906351
financial services,398409,418399992.5395771,Maharashtra,2020,4,aggregated,transaction,india,2020-Q4,1050.1770606075092,-0.9938285397009716
others,1078433,627692680.4078207,Maharashtra,2020,4,aggregated,transaction,india,2020-Q4,582.0414252974647,1.7068489918651437
merchant payments,253043309,129493046208.15726,Maharashtra,2021,1,aggregated,transaction,india,2021-Q1,511.74262113430257,233.63980516174857
peer-to-peer payments,187021609,599213284361.7993,Maharashtra,2021,1,aggregated,transaction,india,2021-Q1,3203.9788747716275,-0.26091067280502567
recharge & bill payments,76389103,40057211827.15962,Maharashtra,2021,1,aggregated,transaction,india,2021-Q1,524.3838486643785,-0.5915493219823598
financial services,439551,492900202.68315214,Maharashtra,2021,1,aggregated,transaction,india,2021-Q1,1121.3720425687852,-0.9942458939464179
others,966668,630909553.4508264,Maharashtra,2021,1,aggregated,transaction,india,2021-Q1,652.6641550675375,1.1992169281835325
merchant payments,247194293,150864465217.02304,Maharashtra,2021,2,aggregated,transaction,india,2021-Q2,610.3072339822305,254.71788142361183
peer-to-peer payments,228551961,719859665693.5271,Maharashtra,2021,2,aggregated,transaction,india,2021-Q2,3149.654295434057,-0.07541570549122667
recharge & bill payments,96271138,43154405548.44597,Maharashtra,2021,2,aggregated,transaction,india,2021-Q2,448.2590155779188,-0.578777895500096
financial services,504252,536780917.0359157,Maharashtra,2021,2,aggregated,transaction,india,2021-Q2,1064.5092474316723,-0.9947621684912461
others,1094842,699738247.6695637,Maharashtra,2021,2,aggregated,transaction,india,2021-Q2,639.1225835961386,1.1712199455827643
merchant payments,390051884,216701984638.9893,Maharashtra,2021,3,aggregated,transaction,india,2021-Q3,555.5722034122755,355.2631722202838
peer-to-peer payments,296951706,890860873379.5576,Maharashtra,2021,3,aggregated,transaction,india,2021-Q3,3000.019381533904,-0.23868665123535204
recharge & bill payments,103943973,50242023586.056046,Maharashtra,2021,3,aggregated,transaction,india,2021-Q3,483.356775154785,-0.6499633748526099
financial services,448646,579098938.658318,Maharashtra,2021,3,aggregated,transaction,india,2021-Q3,1290.7703148101577,-0.9956837709099304
others,1477851,873324624.1826177,Maharashtra,2021,3,aggregated,transaction,india,2021-Q3,590.9422696757777,2.2940246876156256
merchant payments,540351277,305512280091.4157,Maharashtra,2021,4,aggregated,transaction,india,2021-Q4,565.3956844288456,364.6331233662934
peer-to-peer payments,361865450,1109862480618.223,Maharashtra,2021,4,aggregated,transaction,india,2021-Q4,3067.058434614918,-0.33031443543715355
recharge & bill payments,105990417,58087950922.43887,Maharashtra,2021,4,aggregated,transaction,india,2021-Q4,548.0490837434753,-0.7070999262294867
financial services,606265,707102765.3058928,Maharashtra,2021,4,aggregated,transaction,india,2021-Q4,1166.3262192372854,-0.9942800017477051
others,1918093,1188658731.1175363,Maharashtra,2021,4,aggregated,transaction,india,2021-Q4,619.7086017818408,2.1637864630153483
merchant payments,646277671,340240479374.36835,Maharashtra,2022,1,aggregated,transaction,india,2022-Q1,526.4617588410669,335.93760990734023
peer-to-peer payments,411989717,1274889182430.209,Maharashtra,2022,1,aggregated,transaction,india,2022-Q1,3094.4684535177585,-0.36251902937862757
recharge & bill payments,108896881,64507860103.55089,Maharashtra,2022,1,aggregated,transaction,india,2022-Q1,592.3756448410206,-0.7356805849598426
financial services,583243,677612619.2786882,Maharashtra,2022,1,aggregated,transaction,india,2022-Q1,1161.8015463172094,-0.9946440798428378
others,1758926,1084139453.7274752,Maharashtra,2022,1,aggregated,transaction,india,2022-Q1,616.3644483778596,2.0157687276143905
merchant payments,810961772,428469294407.1603,Maharashtra,2022,2,aggregated,transaction,india,2022-Q2,528.3470925521756,460.05508247646577
peer-to-peer payments,470258043,1501201968773.8115,Maharashtra,2022,2,aggregated,transaction,india,2022-Q2,3192.2940843221504,-0.4201230449614831
recharge & bill payments,124280427,75110969246.16316,Maharashtra,2022,2,aggregated,transaction,india,2022-Q2,604.3668424647685,-0.7357186573414971
financial services,490152,559321829.4503716,Maharashtra,2022,2,aggregated,transaction,india,2022-Q2,1141.1191415119629,-0.9960560804960865
others,1542719,930827919.303539,Maharashtra,2022,2,aggregated,transaction,india,2022-Q2,603.3684159613896,2.1474297768855375
merchant payments,876618082,432250721734.13074,Maharashtra,2022,3,aggregated,transaction,india,2022-Q3,493.0889866519212,567.2292640461419
peer-to-peer payments,483481713,1434565548650.9136,Maharashtra,2022,3,aggregated,transaction,india,2022-Q3,2967.1557580729295,-0.44846938144723325
recharge & bill payments,124545840,79360150487.36568,Maharashtra,2022,3,aggregated,transaction,india,2022-Q3,637.1963165318542,-0.742398033573609
financial services,521362,571583115.6687979,Maharashtra,2022,3,aggregated,transaction,india,2022-Q3,1096.3267665629598,-0.9958138947073624
others,1222420,831183386.4681726,Maharashtra,2022,3,aggregated,transaction,india,2022-Q3,679.9491062549472,1.3446664697465485
merchant payments,1025666187,502660888415.46185,Maharashtra,2022,4,aggregated,transaction,india,2022-Q4,490.0823433457516,838.0456528852604
peer-to-peer payments,535142126,1622619308526.9614,Maharashtra,2022,4,aggregated,transaction,india,2022-Q4,3032.1277838010483,-0.4782492269095344
recharge & bill payments,126118544,83576414221.03232,Maharashtra,2022,4,aggregated,transaction,india,2022-Q4,662.6814072721321,-0.7643270116993182
financial services,620124,699276779.1906543,Maharashtra,2022,4,aggregated,transaction,india,2022-Q4,1127.6402448391843,-0.9950830069842862
others,1228291,914951674.4842072,Maharashtra,2022,4,aggregated,transaction,india,2022-Q4,744.8981344683036,0.9807183724545414
merchant payments,1134579287,502987953087.0,Maharashtra,2023,1,aggregated,transaction,india,2023-Q1,443.3255206138802,922.7056096641594
peer-to-peer payments,572326605,1752752577223.0,Maharashtra,2023,1,aggregated,transaction,india,2023-Q1,3062.5041050170994,-0.4955605028597706
recharge & bill payments,139414546,104828264973.0,Maharashtra,2023,1,aggregated,transaction,india,2023-Q1,751.9177014211989,-0.7564073646375394
financial services,667987,763120514.0,Maharashtra,2023,1,aggregated,transaction,india,2023-Q1,1142.4182117316655,-0.9952086276563996
others,1280074,953990262.0,Maharashtra,2023,1,aggregated,transaction,india,2023-Q1,745.2618067392979,0.9163157366834984
merchant payments,1289778683,567713506184.0,Maharashtra,2023,2,aggregated,transaction,india,2023-Q2,440.16350531046885,1006.581345297225
peer-to-peer payments,620475611,1923752701888.0,Maharashtra,2023,2,aggregated,transaction,india,2023-Q2,3100.4485394479107,-0.5189286199421548
recharge & bill payments,151613474,112846643294.0,Maharashtra,2023,2,aggregated,transaction,india,2023-Q2,744.3048451880999,-0.7556495834612265
financial services,697164,821061690.0,Maharashtra,2023,2,aggregated,transaction,india,2023-Q2,1177.7167065425065,-0.9954017015664453
others,1152916,870693412.0,Maharashtra,2023,2,aggregated,transaction,india,2023-Q2,755.2097568253021,0.6537227969315684
merchant payments,1442968360,623156210487.0,Maharashtra,2023,3,aggregated,transaction,india,2023-Q3,431.8571548491888,1250.581520249524
peer-to-peer payments,689021709,2006148405860.0,Maharashtra,2023,3,aggregated,transaction,india,2023-Q3,2911.589547405683,-0.522497008181108
recharge & bill payments,156785138,120947991569.0,Maharashtra,2023,3,aggregated,transaction,india,2023-Q3,771.4251051588831,-0.7724525425656799
financial services,824436,1088491523.0,Maharashtra,2023,3,aggregated,transaction,india,2023-Q3,1320.2862599401287,-0.9947416189409484
others,1078944,831084802.0,Maharashtra,2023,3,aggregated,transaction,india,2023-Q3,770.2761236913129,0.3087055878200369
merchant payments,1646497204,707862700173.0,Maharashtra,2023,4,aggregated,transaction,india,2023-Q4,429.92037791094845,1525.0265630097576
peer-to-peer payments,767517612,2254104157529.0,Maharashtra,2023,4,aggregated,transaction,india,2023-Q4,2936.8761345492094,-0.533848214175285
recharge & bill payments,155965094,133821812867.0,Maharashtra,2023,4,aggregated,transaction,india,2023-Q4,858.0241221603085,-0.7967928141823539
financial services,1025481,1362709031.0,Maharashtra,2023,4,aggregated,transaction,india,2023-Q4,1328.848638833874,-0.9934249326326825
others,1157334,863555358.0,Maharashtra,2023,4,aggregated,transaction,india,2023-Q4,746.1591537101649,0.12857673618526322
merchant payments,1821471481,754044465385.0,Maharashtra,2024,1,aggregated,transaction,india,2024-Q1,413.97544416727544,1572.85117952121
peer-to-peer payments,843766518,2270794857506.6895,Maharashtra,2024,1,aggregated,transaction,india,2024-Q1,2691.349165577262,-0.5367665501209129
recharge & bill payments,168431872,143453128973.0,Maharashtra,2024,1,aggregated,transaction,india,2024-Q1,851.6982401822382,-0.8003809485125837
financial services,1024838,1577112130.0,Maharashtra,2024,1,aggregated,transaction,india,2024-Q1,1538.8892000491785,-0.9939154152487244
others,1075772,830361250.0,Maharashtra,2024,1,aggregated,transaction,india,2024-Q1,771.8747559891873,0.04969956227228112
merchant payments,2008664821,832044260771.0,Maharashtra,2024,2,aggregated,transaction,india,2024-Q2,414.22752669943833,1866.1845158639562
peer-to-peer payments,879509986,2270794857506.6895,Maharashtra,2024,2,aggregated,transaction,india,2024-Q2,2581.972178041116,-0.5621419876502134
recharge & bill payments,173148051,142150478979.0,Maharashtra,2024,2,aggregated,transaction,india,2024-Q2,820.9764889527979,-0.8031312278926188
financial services,1111574,1823280899.0,Maharashtra,2024,2,aggregated,transaction,india,2024-Q2,1640.269472837616,-0.9935802107296027
others,1060370,975082840.0,Maharashtra,2024,2,aggregated,transaction,india,2024-Q2,919.5684902439715,-0.04606440956697444
merchant payments,2136665237,875057356694.0,Maharashtra,2024,3,aggregated,transaction,india,2024-Q3,409.54349869174195,2014.0185661608684
peer-to-peer payments,971212505,2270794857506.6895,Maharashtra,2024,3,aggregated,transaction,india,2024-Q3,2338.1806787602386,-0.5454540616930532
recharge & bill payments,177213655,149372864990.0,Maharashtra,2024,3,aggregated,transaction,india,2024-Q3,842.897038549315,-0.8175335942570056
financial services,1413867,2254480451.0,Maharashtra,2024,3,aggregated,transaction,india,2024-Q3,1594.549169759249,-0.9920216813992128
others,898731,1021568015.0,Maharashtra,2024,3,aggregated,transaction,india,2024-Q3,1136.6782886091612,-0.3643454440905687
merchant payments,2393917535,1009302079777.0,Maharashtra,2024,4,aggregated,transaction,india,2024-Q4,421.6110475906598,2662.66413865773
peer-to-peer payments,1061923073,2270794857506.6895,Maharashtra,2024,4,aggregated,transaction,india,2024-Q4,2138.4508651328,-0.5564078304810947
recharge & bill payments,173698536,149455601195.0,Maharashtra,2024,4,aggregated,transaction,india,2024-Q4,860.430977927183,-0.8364302081606622
financial services,3784218,2349724009.0,Maharashtra,2024,4,aggregated,transaction,india,2024-Q4,620.927232257761,-0.9782138751013998
others,908477,1182025533.0,Maharashtra,2024,4,aggregated,transaction,india,2024-Q4,1301.1067236704946,-0.759930056883615
recharge & bill payments,50212,6463184.554711691,Manipur,2018,1,aggregated,transaction,india,2018-Q1,128.7179270834002,
peer-to-peer payments,26382,115495173.5579644,Manipur,2018,1,aggregated,transaction,india,2018-Q1,4377.802045256781,-0.4745877479486975
financial services,2660,412579.53985461866,Manipur,2018,1,aggregated,transaction,india,2018-Q1,155.10509017090928,-0.8991736790235767
merchant payments,1614,3616475.6407912206,Manipur,2018,1,aggregated,transaction,india,2018-Q1,2240.6912272560226,-0.39323308270676693
others,3201,2058760.6368871084,Manipur,2018,1,aggregated,transaction,india,2018-Q1,643.1617109925362,0.983271375464684
recharge & bill payments,77991,11541247.784420917,Manipur,2018,2,aggregated,transaction,india,2018-Q2,147.98179000680742,23.364573570759138
peer-to-peer payments,60365,232157389.7914803,Manipur,2018,2,aggregated,transaction,india,2018-Q2,3845.8939748443686,-0.22600043594773755
financial services,5992,1241901.2660397931,Manipur,2018,2,aggregated,transaction,india,2018-Q2,207.2598908611137,-0.9007371821419696
merchant payments,4041,5366759.827729835,Manipur,2018,2,aggregated,transaction,india,2018-Q2,1328.077165981152,-0.32560080106809075
others,3332,2902422.6498233806,Manipur,2018,2,aggregated,transaction,india,2018-Q2,871.075225037029,-0.17545162088591937
peer-to-peer payments,95204,357768750.1845896,Manipur,2018,3,aggregated,transaction,india,2018-Q3,3757.9172112998363,27.57262905162065
recharge & bill payments,81323,13912990.484925147,Manipur,2018,3,aggregated,transaction,india,2018-Q3,171.0830943881208,-0.14580269736565687
merchant payments,7396,9180953.977358334,Manipur,2018,3,aggregated,transaction,india,2018-Q3,1241.340451238282,-0.9090540191581717
financial services,2577,333081.6368315,Manipur,2018,3,aggregated,transaction,india,2018-Q3,129.2517023017074,-0.6515684153596539
others,2758,2135468.510417797,Manipur,2018,3,aggregated,transaction,india,2018-Q3,774.2815483748358,0.07023670935195958
recharge & bill payments,113507,18898063.282383174,Manipur,2018,4,aggregated,transaction,india,2018-Q4,166.49249193779391,40.15554749818709
peer-to-peer payments,104872,562009595.9601889,Manipur,2018,4,aggregated,transaction,india,2018-Q4,5359.005225038036,-0.07607460332842908
merchant payments,13333,20685433.28430717,Manipur,2018,4,aggregated,transaction,india,2018-Q4,1551.4462824800999,-0.8728640628575788
financial services,1452,307325.2437723951,Manipur,2018,4,aggregated,transaction,india,2018-Q4,211.6565039754787,-0.8910972774319358
others,2946,3783141.5353602,Manipur,2018,4,aggregated,transaction,india,2018-Q4,1284.162096184725,1.0289256198347108
peer-to-peer payments,127067,619919870.7455351,Manipur,2019,1,aggregated,transaction,india,2019-Q1,4878.685030303188,42.13204344874406
recharge & bill payments,120000,22106830.36914924,Manipur,2019,1,aggregated,transaction,india,2019-Q1,184.22358640957702,-0.055616328393682024
merchant payments,15190,14580183.38070752,Manipur,2019,1,aggregated,transaction,india,2019-Q1,959.8540737792969,-0.8734166666666667
financial services,800,174777.17283837448,Manipur,2019,1,aggregated,transaction,india,2019-Q1,218.4714660479681,-0.9473337722185649
others,2352,3116398.755848917,Manipur,2019,1,aggregated,transaction,india,2019-Q1,1324.9994710241995,1.94
peer-to-peer payments,120153,679785849.1398683,Manipur,2019,2,aggregated,transaction,india,2019-Q2,5657.668548765892,50.08545918367347
recharge & bill payments,116500,23573234.273060285,Manipur,2019,2,aggregated,transaction,india,2019-Q2,202.34535856704107,-0.030402902965385836
merchant payments,18044,15996651.145700552,Manipur,2019,2,aggregated,transaction,india,2019-Q2,886.5357540290707,-0.8451158798283261
financial services,387,91955.01538259834,Manipur,2019,2,aggregated,transaction,india,2019-Q2,237.60985886976317,-0.9785524273996896
others,2341,3342252.5754885403,Manipur,2019,2,aggregated,transaction,india,2019-Q2,1427.702936987843,5.0490956072351425
recharge & bill payments,180057,36634657.04914341,Manipur,2019,3,aggregated,transaction,india,2019-Q3,203.46144303827904,75.91456642460487
peer-to-peer payments,144965,803335616.6325192,Manipur,2019,3,aggregated,transaction,india,2019-Q3,5541.583255492837,-0.19489383917315073
merchant payments,17683,20490224.443041254,Manipur,2019,3,aggregated,transaction,india,2019-Q3,1158.752725388297,-0.8780188321318939
financial services,358,367865.7884662621,Manipur,2019,3,aggregated,transaction,india,2019-Q3,1027.5580683415142,-0.9797545665328281
others,1945,2723638.649764262,Manipur,2019,3,aggregated,transaction,india,2019-Q3,1400.3283546345822,4.432960893854749
recharge & bill payments,212136,44202546.57396081,Manipur,2019,4,aggregated,transaction,india,2019-Q4,208.36890755911685,108.06735218508997
peer-to-peer payments,211927,1123258478.445069,Manipur,2019,4,aggregated,transaction,india,2019-Q4,5300.214123000227,-0.0009852170305841845
merchant payments,23094,30486780.446382143,Manipur,2019,4,aggregated,transaction,india,2019-Q4,1320.1169328129447,-0.8910285145356656
financial services,548,240641.7657683481,Manipur,2019,4,aggregated,transaction,india,2019-Q4,439.12730979625564,-0.9762708928726076
others,1639,2709234.857456133,Manipur,2019,4,aggregated,transaction,india,2019-Q4,1652.9803889299162,1.9908759124087592
peer-to-peer payments,451733,2458093401.740467,Manipur,2020,1,aggregated,transaction,india,2020-Q1,5441.474060430535,274.6150091519219
recharge & bill payments,285234,62688260.379548095,Manipur,2020,1,aggregated,transaction,india,2020-Q1,219.7783587494762,-0.36857834163100767
merchant payments,78067,74202067.0664826,Manipur,2020,1,aggregated,transaction,india,2020-Q1,950.4921037888301,-0.7263054194100282
financial services,622,354184.4660589617,Manipur,2020,1,aggregated,transaction,india,2020-Q1,569.4284020240542,-0.9920324849168022
others,3145,3252467.224386716,Manipur,2020,1,aggregated,transaction,india,2020-Q1,1034.1708185649334,4.056270096463023
peer-to-peer payments,533206,2980242535.075443,Manipur,2020,2,aggregated,transaction,india,2020-Q2,5589.289196062015,168.5408585055644
recharge & bill payments,450830,107589094.29890464,Manipur,2020,2,aggregated,transaction,india,2020-Q2,238.64670562940498,-0.15449188493752886
merchant payments,92110,106540409.29886684,Manipur,2020,2,aggregated,transaction,india,2020-Q2,1156.6649581898473,-0.7956879533305237
financial services,1676,1457570.8004862317,Manipur,2020,2,aggregated,transaction,india,2020-Q2,869.6723153259139,-0.9818043643469765
others,5246,3106603.331810386,Manipur,2020,2,aggregated,transaction,india,2020-Q2,592.1851566546676,2.1300715990453463
peer-to-peer payments,774786,4301284799.331292,Manipur,2020,3,aggregated,transaction,india,2020-Q3,5551.577854183339,146.6908120472741
recharge & bill payments,464659,113190539.14969067,Manipur,2020,3,aggregated,transaction,india,2020-Q3,243.5991536797752,-0.400274398349996
merchant payments,170653,195132026.6311202,Manipur,2020,3,aggregated,transaction,india,2020-Q3,1143.4432833358933,-0.6327349733890875
financial services,1878,1593035.944066228,Manipur,2020,3,aggregated,transaction,india,2020-Q3,848.2619510469798,-0.9889952125072515
others,8192,4775719.8143366445,Manipur,2020,3,aggregated,transaction,india,2020-Q3,582.9736101485162,3.3620873269435574
peer-to-peer payments,892853,5172499337.530437,Manipur,2020,4,aggregated,transaction,india,2020-Q4,5793.226138603373,107.9908447265625
recharge & bill payments,436450,114202616.34869762,Manipur,2020,4,aggregated,transaction,india,2020-Q4,261.6625417543765,-0.5111737318461158
merchant payments,289050,307902115.38207734,Manipur,2020,4,aggregated,transaction,india,2020-Q4,1065.2209492547217,-0.3377248252949937
financial services,1806,2448402.9142817147,Manipur,2020,4,aggregated,transaction,india,2020-Q4,1355.7048251836736,-0.9937519460300986
others,7693,5172086.283260544,Manipur,2020,4,aggregated,transaction,india,2020-Q4,672.3107088600733,3.2596899224806197
peer-to-peer payments,1117829,6402367883.667423,Manipur,2021,1,aggregated,transaction,india,2021-Q1,5727.502045185286,144.30469257766802
