name,count,amount,state,year,quarter,country,date,avg_transaction_value,growth
ahmednagar district,1429562,71089482.0,Maharashtra,2021,2,india,2021-Q2,49.728155896701224,4.939185708350644
pune district,6915820,182010403.0,Maharashtra,2021,2,india,2021-Q2,26.31797863449309,3.8377195252811704
beed district,583148,38733719.0,Maharashtra,2021,2,india,2021-Q2,66.42176428625324,-0.9156791240951905
satara district,895098,34535149.0,Maharashtra,2021,2,india,2021-Q2,38.58253397951956,0.5349413870921276
jalgaon district,1015954,44589296.0,Maharashtra,2021,3,india,2021-Q3,43.88908946664908,0.13501985257480187
latur district,672411,35447172.0,Maharashtra,2021,3,india,2021-Q3,52.716526053262065,-0.33814818387446677
thane district,4597394,83300680.0,Maharashtra,2021,3,india,2021-Q3,18.119108347033123,5.837178451869467
bhandara district,278950,10492117.0,Maharashtra,2021,3,india,2021-Q3,37.61289478401147,-0.9393243215613019
nandurbar district,233351,14068043.0,Maharashtra,2021,3,india,2021-Q3,60.28704826634555,-0.16346657107008422
chandrapur district,501428,24953314.0,Maharashtra,2021,3,india,2021-Q3,49.764500586325454,1.148814446906163
kolhapur district,1201767,30276720.0,Maharashtra,2021,3,india,2021-Q3,25.1935025674694,1.3966890560559042
solapur district,1380100,90517777.0,Maharashtra,2021,3,india,2021-Q3,65.5878392870082,0.14839232563383753
mumbai district,1659663,22719084.0,Maharashtra,2021,3,india,2021-Q3,13.688974207414397,0.20256720527498007
sindhudurg district,182992,8049285.0,Maharashtra,2021,3,india,2021-Q3,43.987086867185454,-0.889741471612008
dhule district,453563,23874749.0,Maharashtra,2021,3,india,2021-Q3,52.63822004881351,1.47859469266416
wardha district,324042,14222066.0,Maharashtra,2021,3,india,2021-Q3,43.88957604261176,-0.28556341676900454
parbhani district,394690,24802131.0,Maharashtra,2021,3,india,2021-Q3,62.83952215662925,0.2180211207189191
mumbai suburban district,4444495,64351820.0,Maharashtra,2021,3,india,2021-Q3,14.478994801434133,10.260723605867897
hingoli district,215433,13648354.0,Maharashtra,2021,3,india,2021-Q3,63.35312602990257,-0.9515281263675626
ratnagiri district,322959,12217296.0,Maharashtra,2021,3,india,2021-Q3,37.82924767540152,0.49911573435824597
nanded district,718196,42572195.0,Maharashtra,2021,3,india,2021-Q3,59.276569348757164,1.223799305794234
osmanabad district,420827,34207354.0,Maharashtra,2021,3,india,2021-Q3,81.28602489859253,-0.41404992509008687
nagpur district,2020264,59516934.0,Maharashtra,2021,3,india,2021-Q3,29.459978497859687,3.8006995748846917
buldhana district,610959,37781452.0,Maharashtra,2021,3,india,2021-Q3,61.83958661710524,-0.6975845731052972
nashik district,2352259,98434796.0,Maharashtra,2021,3,india,2021-Q3,41.84692076850381,2.8501094181442617
akola district,415627,18302939.0,Maharashtra,2021,3,india,2021-Q3,44.0369345591119,-0.8233072973681894
yavatmal district,479110,29675311.0,Maharashtra,2021,3,india,2021-Q3,61.93840871616121,0.15274031764057683
aurangabad district,1671665,80700747.0,Maharashtra,2021,3,india,2021-Q3,48.27566946726766,2.489104798480516
amravati district,762967,34351482.0,Maharashtra,2021,3,india,2021-Q3,45.02354885597936,-0.5435885778550128
washim district,232323,15590563.0,Maharashtra,2021,3,india,2021-Q3,67.1072730637948,-0.6955005917687135
sangli district,812828,36928390.0,Maharashtra,2021,3,india,2021-Q3,45.431985610731914,2.498697933480542
gadchiroli district,163308,11389807.0,Maharashtra,2021,3,india,2021-Q3,69.74432973277487,-0.7990866456372074
raigad district,1365513,37710413.0,Maharashtra,2021,3,india,2021-Q3,27.616297318297224,7.361580571680506
palghar district,1410321,32925198.0,Maharashtra,2021,3,india,2021-Q3,23.345889340086405,0.03281404131634047
jalna district,477979,33173132.0,Maharashtra,2021,3,india,2021-Q3,69.40290682226625,-0.6610849586725291
gondia district,260029,11333638.0,Maharashtra,2021,3,india,2021-Q3,43.58605386322295,-0.45598237579475254
ahmednagar district,1539300,92999756.0,Maharashtra,2021,3,india,2021-Q3,60.416914181770935,4.919724338439174
pune district,7398336,249779063.0,Maharashtra,2021,3,india,2021-Q3,33.761519211887645,3.8062989670629506
beed district,628912,47304097.0,Maharashtra,2021,3,india,2021-Q3,75.21576468567939,-0.9149927767541242
satara district,961302,43163681.0,Maharashtra,2021,3,india,2021-Q3,44.90127036040703,0.5285159131961228
jalgaon district,1087090,54643157.0,Maharashtra,2021,4,india,2021-Q4,50.26553183269095,0.1308516990498303
latur district,719450,42649479.0,Maharashtra,2021,4,india,2021-Q4,59.28067134616721,-0.3381872706031699
thane district,4906492,134242235.0,Maharashtra,2021,4,india,2021-Q4,27.360125115866897,5.81978177774689
bhandara district,298697,11690408.0,Maharashtra,2021,4,india,2021-Q4,39.13801611666672,-0.9391220855959819
nandurbar district,250332,11355907.0,Maharashtra,2021,4,india,2021-Q4,45.36338542415672,-0.1619199389347734
chandrapur district,537212,23606587.0,Maharashtra,2021,4,india,2021-Q4,43.94277678086119,1.1459981145039388
kolhapur district,1282234,52717877.0,Maharashtra,2021,4,india,2021-Q4,41.114084480679814,1.3868305250068875
solapur district,1475291,99334977.0,Maharashtra,2021,4,india,2021-Q4,67.33246322251,0.15056300176098913
mumbai district,1770325,42805095.0,Maharashtra,2021,4,india,2021-Q4,24.179229802437405,0.1999835964565635
sindhudurg district,195901,4296168.0,Maharashtra,2021,4,india,2021-Q4,21.930301529854365,-0.8893417875248895
dhule district,485968,24495240.0,Maharashtra,2021,4,india,2021-Q4,50.405047245909195,1.4806815687515633
wardha district,346618,14636917.0,Maharashtra,2021,4,india,2021-Q4,42.22780409557495,-0.2867472755407764
parbhani district,422969,23200712.0,Maharashtra,2021,4,india,2021-Q4,54.85203880189801,0.22027419233853984
mumbai suburban district,4740546,109361875.0,Maharashtra,2021,4,india,2021-Q4,23.069468158309192,10.207785913388452
hingoli district,231679,11737542.0,Maharashtra,2021,4,india,2021-Q4,50.66295175652519,-0.9511282033757293
ratnagiri district,345590,7938110.0,Maharashtra,2021,4,india,2021-Q4,22.969732920512747,0.4916759827174668
nanded district,769599,45011341.0,Maharashtra,2021,4,india,2021-Q4,58.48674569483588,1.2269133944847943
osmanabad district,450897,31235487.0,Maharashtra,2021,4,india,2021-Q4,69.27410694681934,-0.4141143634542145
nagpur district,2157149,99886471.0,Maharashtra,2021,4,india,2021-Q4,46.304854694784645,3.7841280824667276
buldhana district,655296,38436220.0,Maharashtra,2021,4,india,2021-Q4,58.65474533645864,-0.6962212624162726
nashik district,2510393,133427791.0,Maharashtra,2021,4,india,2021-Q4,53.150160552550936,2.8309298393397793
akola district,445026,21961729.0,Maharashtra,2021,4,india,2021-Q4,49.34931666913843,-0.8227265611400287
yavatmal district,514770,24464792.0,Maharashtra,2021,4,india,2021-Q4,47.52567554441789,0.15671893327580855
aurangabad district,1786190,111147080.0,Maharashtra,2021,4,india,2021-Q4,62.22578785011673,2.4698797521223073
amravati district,816701,38104234.0,Maharashtra,2021,4,india,2021-Q4,46.65628424600925,-0.5427692462727929
washim district,249576,13081507.0,Maharashtra,2021,4,india,2021-Q4,52.4149237106132,-0.6944095819645133
sangli district,868213,41662685.0,Maharashtra,2021,4,india,2021-Q4,47.986709482580885,2.4787519633298074
gadchiroli district,175431,7057618.0,Maharashtra,2021,4,india,2021-Q4,40.230164566125715,-0.797940136809746
raigad district,1457720,50821939.0,Maharashtra,2021,4,india,2021-Q4,34.863992399088986,7.309363795452343
palghar district,1508500,45585256.0,Maharashtra,2021,4,india,2021-Q4,30.218930062976465,0.03483522212770618
jalna district,513160,30611882.0,Maharashtra,2021,4,india,2021-Q4,59.653679164393175,-0.6598210142525688
gondia district,278573,11623573.0,Maharashtra,2021,4,india,2021-Q4,41.725411292551684,-0.45714202198144827
ahmednagar district,1646991,99905359.0,Maharashtra,2021,4,india,2021-Q4,60.659322971406645,4.912242033506478
pune district,7880431,427289734.0,Maharashtra,2021,4,india,2021-Q4,54.22161985810167,3.7847444217970834
beed district,674258,40582491.0,Maharashtra,2021,4,india,2021-Q4,60.18837151357492,-0.9144389437582792
satara district,1027238,51129773.0,Maharashtra,2021,4,india,2021-Q4,49.7740280246642,0.5235088052347914
jalgaon district,1156268,72850684.0,Maharashtra,2022,1,india,2022-Q1,63.00501613812715,0.12560867101879025
latur district,764670,56012514.0,Maharashtra,2022,1,india,2022-Q1,73.25057083447761,-0.3386740790197428
thane district,5196050,36680314.0,Maharashtra,2022,1,india,2022-Q1,7.059268867697578,5.795153464893352
bhandara district,317709,17152369.0,Maharashtra,2022,1,india,2022-Q1,53.98767110783768,-0.9388556692102655
nandurbar district,266795,27838113.0,Maharashtra,2022,1,india,2022-Q1,104.34270882137972,-0.1602535653695677
chandrapur district,570979,46226115.0,Maharashtra,2022,1,india,2022-Q1,80.95939605484615,1.140141306996008
kolhapur district,1357916,44102892.0,Maharashtra,2022,1,india,2022-Q1,32.478365377534395,1.3782240677853301
solapur district,1565902,178663433.0,Maharashtra,2022,1,india,2022-Q1,114.09617779401265,0.153165586089272
mumbai district,1873643,6937597.0,Maharashtra,2022,1,india,2022-Q1,3.7027315235613187,0.19652634711495365
sindhudurg district,208291,14208273.0,Maharashtra,2022,1,india,2022-Q1,68.21357139770801,-0.8888310099629438
dhule district,517310,42627770.0,Maharashtra,2022,1,india,2022-Q1,82.4027565676287,1.4835926660297374
wardha district,368011,28821210.0,Maharashtra,2022,1,india,2022-Q1,78.3161644624753,-0.2886064448783128
parbhani district,450092,48613776.0,Maharashtra,2022,1,india,2022-Q1,108.00853158909734,0.22303952870973975
mumbai suburban district,5017556,20523596.0,Maharashtra,2022,1,india,2022-Q1,4.090357138016994,10.147845329399322
hingoli district,247201,28802775.0,Maharashtra,2022,1,india,2022-Q1,116.51560875562801,-0.9507327870381517
ratnagiri district,366636,22168726.0,Maharashtra,2022,1,india,2022-Q1,60.46521890921786,0.4831493400107605
nanded district,818876,75402365.0,Maharashtra,2022,1,india,2022-Q1,92.080321074253,1.2334849823803444
osmanabad district,479545,78950852.0,Maharashtra,2022,1,india,2022-Q1,164.63700382654392,-0.41438630513044705
nagpur district,2286011,62584115.0,Maharashtra,2022,1,india,2022-Q1,27.376996436150133,3.7670416749210185
buldhana district,698097,72532489.0,Maharashtra,2022,1,india,2022-Q1,103.90030182052064,-0.6946222043550971
nashik district,2661739,123708845.0,Maharashtra,2022,1,india,2022-Q1,46.476700007025485,2.8128497902153997
akola district,473498,34414449.0,Maharashtra,2022,1,india,2022-Q1,72.68129749228085,-0.8221095306489479
yavatmal district,548600,60532112.0,Maharashtra,2022,1,india,2022-Q1,110.33924899744805,0.1586110184203524
aurangabad district,1894797,102754741.0,Maharashtra,2022,1,india,2022-Q1,54.22994706029195,2.4538771418155303
amravati district,868057,58399645.0,Maharashtra,2022,1,india,2022-Q1,67.2762790922716,-0.5418733510766589
washim district,266019,33931899.0,Maharashtra,2022,1,india,2022-Q1,127.55441904525617,-0.6935466219384211
sangli district,921182,74801129.0,Maharashtra,2022,1,india,2022-Q1,81.20124904741951,2.4628428796439352
gadchiroli district,186967,21889562.0,Maharashtra,2022,1,india,2022-Q1,117.07714195553226,-0.7970357649194187
raigad district,1544883,32504167.0,Maharashtra,2022,1,india,2022-Q1,21.039889104870724,7.262864569683421
palghar district,1601518,33545649.0,Maharashtra,2022,1,india,2022-Q1,20.94615795763769,0.0366597341028414
jalna district,547672,64639245.0,Maharashtra,2022,1,india,2022-Q1,118.02546962415461,-0.6580294445644694
gondia district,296361,20628768.0,Maharashtra,2022,1,india,2022-Q1,69.60689159504793,-0.4588713682642165
ahmednagar district,1749682,162352399.0,Maharashtra,2022,1,india,2022-Q1,92.78966063547547,4.9038874885696835
pune district,8331582,196168807.0,Maharashtra,2022,1,india,2022-Q1,23.54520510030388,3.7617692815037245
beed district,717334,87680370.0,Maharashtra,2022,1,india,2022-Q1,122.23088547315477,-0.9139018256076697
satara district,1090181,68117749.0,Maharashtra,2022,1,india,2022-Q1,62.482972093624824,0.5197676396211528
jalgaon district,1220513,86604210.0,Maharashtra,2022,2,india,2022-Q2,70.95722044746758,0.11955079018988579
latur district,806328,62442383.0,Maharashtra,2022,2,india,2022-Q2,77.44042498834222,-0.33935320639763766
thane district,5471749,33991836.0,Maharashtra,2022,2,india,2022-Q2,6.212243288206385,5.786008919447172
bhandara district,335385,19090974.0,Maharashtra,2022,2,india,2022-Q2,56.92256362091328,-0.9387060700335487
nandurbar district,281849,34195706.0,Maharashtra,2022,2,india,2022-Q2,121.32633431376375,-0.15962550501662265
chandrapur district,602491,54957048.0,Maharashtra,2022,2,india,2022-Q2,91.21637999571777,1.1376375293153425
kolhapur district,1428752,49114165.0,Maharashtra,2022,2,india,2022-Q2,34.37557042789791,1.3714080376304376
solapur district,1649511,210685118.0,Maharashtra,2022,2,india,2022-Q2,127.7258035866387,0.1545117697123084
mumbai district,1972178,6067589.0,Maharashtra,2022,2,india,2022-Q2,3.0765929850145373,0.1956137303722134
sindhudurg district,219513,16161050.0,Maharashtra,2022,2,india,2022-Q2,73.62229116271018,-0.8886951380656309
dhule district,546411,48704498.0,Maharashtra,2022,2,india,2022-Q2,89.13528095151818,1.489196539612688
wardha district,387779,34231505.0,Maharashtra,2022,2,india,2022-Q2,88.27580915934075,-0.29031626376482167
parbhani district,475099,60701206.0,Maharashtra,2022,2,india,2022-Q2,127.7653836358317,0.22517980602353393
mumbai suburban district,5281053,18144066.0,Maharashtra,2022,2,india,2022-Q2,3.435690950270713,10.115689572068137
hingoli district,261356,34376077.0,Maharashtra,2022,2,india,2022-Q2,131.52970278088125,-0.9505106273313295
ratnagiri district,386205,27879839.0,Maharashtra,2022,2,india,2022-Q2,72.18922333993605,0.47769708749751305
nanded district,864519,91285829.0,Maharashtra,2022,2,india,2022-Q2,105.59146646863748,1.2384976890511514
osmanabad district,505757,89304598.0,Maharashtra,2022,2,india,2022-Q2,176.57609879843483,-0.41498451740216236
nagpur district,2407812,69028954.0,Maharashtra,2022,2,india,2022-Q2,28.668747393899523,3.760808056042724
buldhana district,737963,88820070.0,Maharashtra,2022,2,india,2022-Q2,120.35843260434466,-0.6935130317483258
nashik district,2803471,145768720.0,Maharashtra,2022,2,india,2022-Q2,51.99580091964568,2.7989316537549986
akola district,500054,39236629.0,Maharashtra,2022,2,india,2022-Q2,78.46478380334923,-0.8216304003144673
yavatmal district,579638,73957323.0,Maharashtra,2022,2,india,2022-Q2,127.59226103188541,0.15915081171233503
aurangabad district,1996927,118912859.0,Maharashtra,2022,2,india,2022-Q2,59.54792488658824,2.445127821157343
amravati district,915589,63414291.0,Maharashtra,2022,2,india,2022-Q2,69.26065188638134,-0.5415010163115628
washim district,281323,39129459.0,Maharashtra,2022,2,india,2022-Q2,139.0908635269779,-0.6927409569140739
sangli district,970235,87653019.0,Maharashtra,2022,2,india,2022-Q2,90.34205012187769,2.448829281644231
gadchiroli district,197516,26037494.0,Maharashtra,2022,2,india,2022-Q2,131.82473318617227,-0.7964245775507995
raigad district,1626771,36727170.0,Maharashtra,2022,2,india,2022-Q2,22.576730222016497,7.236147957633811
palghar district,1689875,35313113.0,Maharashtra,2022,2,india,2022-Q2,20.896878763222134,0.03879095459655968
jalna district,579234,80567676.0,Maharashtra,2022,2,india,2022-Q2,139.09348553434364,-0.6572326355499667
gondia district,313009,24263083.0,Maharashtra,2022,2,india,2022-Q2,77.51560817740065,-0.45961563029794517
ahmednagar district,1844168,183118960.0,Maharashtra,2022,2,india,2022-Q2,99.29624632896785,4.891741132044126
pune district,8757249,209135770.0,Maharashtra,2022,2,india,2022-Q2,23.881446102537453,3.7486178048854555
beed district,757060,115979666.0,Maharashtra,2022,2,india,2022-Q2,153.1974559480094,-0.9135504768677927
satara district,1148444,77944066.0,Maharashtra,2022,2,india,2022-Q2,67.86927878068065,0.5169788391937231
jalgaon district,1286175,97532092.0,Maharashtra,2022,3,india,2022-Q3,75.83112095943397,0.11992835523543155
latur district,848269,63264921.0,Maharashtra,2022,3,india,2022-Q3,74.58120124630277,-0.3404715532489747
thane district,5757165,33263065.0,Maharashtra,2022,3,india,2022-Q3,5.777681376163441,5.786956731885758
bhandara district,353174,19465120.0,Maharashtra,2022,3,india,2022-Q3,55.1148159264272,-0.9386548761412953
nandurbar district,296795,34198673.0,Maharashtra,2022,3,india,2022-Q3,115.22658063646625,-0.15963519398370207
chandrapur district,634045,56800651.0,Maharashtra,2022,3,india,2022-Q3,89.58457365013524,1.1363062046193502
kolhapur district,1502306,47052254.0,Maharashtra,2022,3,india,2022-Q3,31.320020022551997,1.369399648289948
solapur district,1733556,228942597.0,Maharashtra,2022,3,india,2022-Q3,132.06530218810352,0.15393002490837415
mumbai district,2074701,5594171.0,Maharashtra,2022,3,india,2022-Q3,2.6963745619248267,0.19678914324082974
sindhudurg district,229975,15739159.0,Maharashtra,2022,3,india,2022-Q3,68.43856506141972,-0.8891527020038068
dhule district,575813,54322077.0,Maharashtra,2022,3,india,2022-Q3,94.3397891329303,1.5038069355364714
wardha district,407248,36192835.0,Maharashtra,2022,3,india,2022-Q3,88.87173172121165,-0.2927426091456775
parbhani district,499848,65733280.0,Maharashtra,2022,3,india,2022-Q3,131.50653798754823,0.22737987663536718
mumbai suburban district,5555095,17750407.0,Maharashtra,2022,3,india,2022-Q3,3.1953381535329277,10.11356852483155
hingoli district,275473,39256792.0,Maharashtra,2022,3,india,2022-Q3,142.50685911141926,-0.9504107490510963
ratnagiri district,405070,25571739.0,Maharashtra,2022,3,india,2022-Q3,63.129185079122124,0.47045263964163464
nanded district,910486,98753308.0,Maharashtra,2022,3,india,2022-Q3,108.46219271905333,1.247725084553287
osmanabad district,531671,91882360.0,Maharashtra,2022,3,india,2022-Q3,172.81807734482416,-0.41605801736654935
nagpur district,2532986,66164790.0,Maharashtra,2022,3,india,2022-Q3,26.12126162560709,3.7641981601403876
buldhana district,777977,93279571.0,Maharashtra,2022,3,india,2022-Q3,119.90016542905511,-0.6928617055127821
nashik district,2948824,151235515.0,Maharashtra,2022,3,india,2022-Q3,51.286721418436635,2.7903742655631207
akola district,526815,44796514.0,Maharashtra,2022,3,india,2022-Q3,85.03272306217552,-0.8213474252786874
yavatmal district,610128,88314496.0,Maharashtra,2022,3,india,2022-Q3,144.74748905147771,0.15814469975228507
aurangabad district,2101234,124307909.0,Maharashtra,2022,3,india,2022-Q3,59.15947914416005,2.443923242336034
amravati district,963982,72957653.0,Maharashtra,2022,3,india,2022-Q3,75.68362583533717,-0.5412305340576061
washim district,296272,43840731.0,Maharashtra,2022,3,india,2022-Q3,147.97460104228546,-0.6926581616669191
sangli district,1019817,93113946.0,Maharashtra,2022,3,india,2022-Q3,91.30456346579828,2.442164632499865
gadchiroli district,207786,26316493.0,Maharashtra,2022,3,india,2022-Q3,126.65190628820037,-0.7962516804485511
raigad district,1710945,36872830.0,Maharashtra,2022,3,india,2022-Q3,21.5511486342343,7.234168808293148
palghar district,1781265,36549593.0,Maharashtra,2022,3,india,2022-Q3,20.518896963674692,0.04110009380780788
jalna district,610313,84336941.0,Maharashtra,2022,3,india,2022-Q3,138.18637486011275,-0.6573710256475034
gondia district,329157,25958200.0,Maharashtra,2022,3,india,2022-Q3,78.86267039740913,-0.46067509622111935
ahmednagar district,1940071,199343174.0,Maharashtra,2022,3,india,2022-Q3,102.75045294734059,4.894059673651175
pune district,9194074,217143958.0,Maharashtra,2022,3,india,2022-Q3,23.6178170852225,3.739039962970427
beed district,796486,119694601.0,Maharashtra,2022,3,india,2022-Q3,150.27834889753242,-0.9133696335269871
satara district,1207605,83121296.0,Maharashtra,2022,3,india,2022-Q3,68.83152686515872,0.5161660091953908
jalgaon district,1347408,79656163.0,Maharashtra,2022,4,india,2022-Q4,59.11807188320093,0.11576881513408765
latur district,887351,60177337.0,Maharashtra,2022,4,india,2022-Q4,67.81683572791376,-0.34143852493083016
thane district,6042267,184887911.0,Maharashtra,2022,4,india,2022-Q4,30.599096498052802,5.809331369435545
bhandara district,369204,18125226.0,Maharashtra,2022,4,india,2022-Q4,49.092712971690446,-0.9388964440002403
nandurbar district,310094,17119982.0,Maharashtra,2022,4,india,2022-Q4,55.209007591246525,-0.1601011906696569
chandrapur district,662924,36567710.0,Maharashtra,2022,4,india,2022-Q4,55.16124020249682,1.1378162750649805
kolhapur district,1571012,86481902.0,Maharashtra,2022,4,india,2022-Q4,55.04853050135836,1.3698221817282223
solapur district,1811044,146728122.0,Maharashtra,2022,4,india,2022-Q4,81.01852964367514,0.1527881391103314
mumbai district,2178155,63083465.0,Maharashtra,2022,4,india,2022-Q4,28.961880582419525,0.20270683649872678
sindhudurg district,238677,6295157.0,Maharashtra,2022,4,india,2022-Q4,26.375214201619762,-0.8904223987732737
dhule district,603068,34986063.0,Maharashtra,2022,4,india,2022-Q4,58.01346282674591,1.5267118323089361
wardha district,425327,26485214.0,Maharashtra,2022,4,india,2022-Q4,62.27023913365481,-0.2947279577095784
parbhani district,522880,32441607.0,Maharashtra,2022,4,india,2022-Q4,62.04407703488372,0.2293599983071848
mumbai suburban district,5831539,155449376.0,Maharashtra,2022,4,india,2022-Q4,26.656664047003716,10.152729115667075
hingoli district,287777,17611932.0,Maharashtra,2022,4,india,2022-Q4,61.19992911177752,-0.9506516204384469
ratnagiri district,421696,11927717.0,Maharashtra,2022,4,india,2022-Q4,28.285108229625134,0.4653568561768313
nanded district,952368,64607385.0,Maharashtra,2022,4,india,2022-Q4,67.83867685600524,1.2584231294581878
osmanabad district,555058,47593507.0,Maharashtra,2022,4,india,2022-Q4,85.74510591685915,-0.4171811736639618
nagpur district,2655029,151837643.0,Maharashtra,2022,4,india,2022-Q4,57.188694737420946,3.783336155861189
buldhana district,814274,57822754.0,Maharashtra,2022,4,india,2022-Q4,71.01142121693681,-0.6933088113161853
nashik district,3086721,185459628.0,Maharashtra,2022,4,india,2022-Q4,60.08305512548753,2.790764533805574
akola district,551450,37011584.0,Maharashtra,2022,4,india,2022-Q4,67.11684468220147,-0.8213476371852202
yavatmal district,636910,41634405.0,Maharashtra,2022,4,india,2022-Q4,65.36936929864503,0.15497325233475379
aurangabad district,2201353,146821264.0,Maharashtra,2022,4,india,2022-Q4,66.69592019090078,2.456301518267887
amravati district,1009815,59560804.0,Maharashtra,2022,4,india,2022-Q4,58.981896684046085,-0.5412752975102131
washim district,309651,21117499.0,Maharashtra,2022,4,india,2022-Q4,68.19774197402883,-0.6933586845115194
sangli district,1065081,70382653.0,Maharashtra,2022,4,india,2022-Q4,66.08197216925285,2.439617504868384
gadchiroli district,216959,11342922.0,Maharashtra,2022,4,india,2022-Q4,52.281408007964636,-0.796298121926877
raigad district,1791713,73942725.0,Maharashtra,2022,4,india,2022-Q4,41.26929089647728,7.258302259873986
palghar district,1870957,68958750.0,Maharashtra,2022,4,india,2022-Q4,36.85747454377626,0.04422806554397951
jalna district,638204,44298600.0,Maharashtra,2022,4,india,2022-Q4,69.41134809559325,-0.658889007069644
gondia district,343702,19624448.0,Maharashtra,2022,4,india,2022-Q4,57.09727612873943,-0.46145433121697765
ahmednagar district,2027819,148431661.0,Maharashtra,2022,4,india,2022-Q4,73.19768726893278,4.89993366346428
pune district,9622338,553571171.6692431,Maharashtra,2022,4,india,2022-Q4,57.55456448370392,3.745166111965614
beed district,832340,60213520.0,Maharashtra,2022,4,india,2022-Q4,72.3424562077997,-0.9134991932314163
satara district,1261863,78647815.0,Maharashtra,2022,4,india,2022-Q4,62.326746247413546,0.5160427229257274
jalgaon district,1410012,107009647.0,Maharashtra,2023,1,india,2023-Q1,75.89272077117074,0.11740497977989683
latur district,927949,76927056.0,Maharashtra,2023,1,india,2023-Q1,82.90009041445165,-0.3418857428163732
thane district,6314618,37717587.0,Maharashtra,2023,1,india,2023-Q1,5.973059177926519,5.804919235863178
bhandara district,386568,23757706.0,Maharashtra,2023,1,india,2023-Q1,61.45802549616109,-0.9387820450896633
nandurbar district,324445,45901937.0,Maharashtra,2023,1,india,2023-Q1,141.4783306877899,-0.16070393824631113
chandrapur district,693485,70031826.0,Maharashtra,2023,1,india,2023-Q1,100.9853508006662,1.1374501071059808
kolhapur district,1639701,69294490.0,Maharashtra,2023,1,india,2023-Q1,42.260442605084705,1.3644361449779017
solapur district,1892509,279137206.0,Maharashtra,2023,1,india,2023-Q1,147.49584070670207,0.15417932903620835
mumbai district,2276888,5500107.0,Maharashtra,2023,1,india,2023-Q1,2.4156247474623256,0.20310550702797192
sindhudurg district,249054,20400172.0,Maharashtra,2023,1,india,2023-Q1,81.91063785363816,-0.8906164905783683
dhule district,631067,65562712.0,Maharashtra,2023,1,india,2023-Q1,103.8918403275722,1.5338561115260143
wardha district,444462,49746421.0,Maharashtra,2023,1,india,2023-Q1,111.92502621146464,-0.29569760421635105
parbhani district,547272,72980274.0,Maharashtra,2023,1,india,2023-Q1,133.35283734596325,0.23131336312215667
mumbai suburban district,6095695,16558562.0,Maharashtra,2023,1,india,2023-Q1,2.7164354515768916,10.138327924688271
hingoli district,301638,45157514.0,Maharashtra,2023,1,india,2023-Q1,149.70764293623483,-0.9505162249751669
ratnagiri district,440075,39482971.0,Maharashtra,2023,1,india,2023-Q1,89.71873203431234,0.45895079532419647
nanded district,996734,106121861.0,Maharashtra,2023,1,india,2023-Q1,106.46959068317123,1.264918479804579
osmanabad district,580445,99762242.0,Maharashtra,2023,1,india,2023-Q1,171.87199820827124,-0.41765305487722904
nagpur district,2775157,81061975.0,Maharashtra,2023,1,india,2023-Q1,29.209869928079744,3.7810852018709786
buldhana district,852571,103688626.0,Maharashtra,2023,1,india,2023-Q1,121.61875785125227,-0.6927845884034669
nashik district,3223873,184271268.0,Maharashtra,2023,1,india,2023-Q1,57.15835208148708,2.7813542801713873
akola district,577226,53639246.0,Maharashtra,2023,1,india,2023-Q1,92.92590077370042,-0.8209526243744714
yavatmal district,666609,107124986.0,Maharashtra,2023,1,india,2023-Q1,160.7013796693414,0.15484922716578953
aurangabad district,2300283,134847142.0,Maharashtra,2023,1,india,2023-Q1,58.621979121699376,2.450722987538422
amravati district,1056858,86244605.0,Maharashtra,2023,1,india,2023-Q1,81.60472362417657,-0.5405530536894808
washim district,324314,54317789.0,Maharashtra,2023,1,india,2023-Q1,167.48518102826273,-0.6931337984857
sangli district,1112360,117179900.0,Maharashtra,2023,1,india,2023-Q1,105.34350390161458,2.4298858513662687
gadchiroli district,226894,42377069.0,Maharashtra,2023,1,india,2023-Q1,186.77033769072784,-0.7960246682728613
raigad district,1871153,46986782.0,Maharashtra,2023,1,india,2023-Q1,25.111138426414087,7.246815693671936
palghar district,1957628,53816474.0,Maharashtra,2023,1,india,2023-Q1,27.490653995549717,0.04621482048768866
jalna district,668316,93933311.0,Maharashtra,2023,1,india,2023-Q1,140.5522402576027,-0.6586092965568535
gondia district,359604,31018390.0,Maharashtra,2023,1,india,2023-Q1,86.25707722939678,-0.4619251970624675
ahmednagar district,2119506,223886663.0,Maharashtra,2023,1,india,2023-Q1,105.63153064912295,4.894000066740081
pune district,10037022,258541142.0,Maharashtra,2023,1,india,2023-Q1,25.75875015517551,3.7355478116127063
beed district,870961,133891530.0,Maharashtra,2023,1,india,2023-Q1,153.72850219470217,-0.9132251578207161
satara district,1317832,106275736.0,Maharashtra,2023,1,india,2023-Q1,80.64437348614997,0.5130780827155292
jalgaon district,1469356,118265147.0,Maharashtra,2023,2,india,2023-Q2,80.48774224898527,0.11497975462729704
latur district,966702,69524230.0,Maharashtra,2023,2,india,2023-Q2,71.91898847835218,-0.34209136519672567
thane district,6552282,40857773.0,Maharashtra,2023,2,india,2023-Q2,6.235655455610733,5.777975011947839
bhandara district,403017,22360089.0,Maharashtra,2023,2,india,2023-Q2,55.48175139013987,-0.9384921161818127
nandurbar district,338619,58652495.0,Maharashtra,2023,2,india,2023-Q2,173.2108800746562,-0.1597897855425453
