name,count,state,year,quarter,level,country,date,growth
tamil nadu,16632608,All,2021,1,states,india,2021-Q1,-0.010482069539888061
madhya pradesh,14839427,All,2021,1,states,india,2021-Q1,-0.10781117429088694
gujarat,14670126,All,2021,1,states,india,2021-Q1,-0.011408863698039062
bengaluru urban,9955387,All,2021,1,districts,india,2021-Q1,-0.3213836745505798
pune,6481971,All,2021,1,districts,india,2021-Q1,-0.3488981392687195
thane,4014464,All,2021,1,districts,india,2021-Q1,-0.3806723294504094
jaipur,3951866,All,2021,1,districts,india,2021-Q1,-0.015593115295092996
mumbai suburban,3886500,All,2021,1,districts,india,2021-Q1,-0.016540540595253006
hyderabad,3379663,All,2021,1,districts,india,2021-Q1,-0.13040962305416182
ahmadabad,2999575,All,2021,1,districts,india,2021-Q1,-0.11246328406116235
rangareddy,2906635,All,2021,1,districts,india,2021-Q1,-0.03098438945517279
north twenty four parganas,2491076,All,2021,1,districts,india,2021-Q1,-0.14296910344780134
surat,2458596,All,2021,1,districts,india,2021-Q1,-0.013038542380882756
201301,541127,All,2021,1,pincodes,india,2021-Q1,-0.7799040590646044
110059,454201,All,2021,1,pincodes,india,2021-Q1,-0.160638814917755
560068,427525,All,2021,1,pincodes,india,2021-Q1,-0.05873170688747931
421302,396179,All,2021,1,pincodes,india,2021-Q1,-0.0733196889070814
500072,375272,All,2021,1,pincodes,india,2021-Q1,-0.052771600715838085
122001,361360,All,2021,1,pincodes,india,2021-Q1,-0.037071777270886175
110092,359376,All,2021,1,pincodes,india,2021-Q1,-0.005490369714412191
110086,310419,All,2021,1,pincodes,india,2021-Q1,-0.13622779484439695
121004,306230,All,2021,1,pincodes,india,2021-Q1,-0.013494663664273099
560078,305721,All,2021,1,pincodes,india,2021-Q1,-0.0016621493648565355
maharashtra,39664697,All,2021,2,states,india,2021-Q2,128.74148651875402
uttar pradesh,31651894,All,2021,2,states,india,2021-Q2,-0.20201346804691334
karnataka,25751023,All,2021,2,states,india,2021-Q2,-0.18643026543688035
andhra pradesh,19620905,All,2021,2,states,india,2021-Q2,-0.23805337752989464
rajasthan,18980985,All,2021,2,states,india,2021-Q2,-0.032614193891668086
telangana,18306880,All,2021,2,states,india,2021-Q2,-0.03551475331759657
west bengal,17979979,All,2021,2,states,india,2021-Q2,-0.017856729273366123
tamil nadu,17804542,All,2021,2,states,india,2021-Q2,-0.00975735288678592
madhya pradesh,15940935,All,2021,2,states,india,2021-Q2,-0.10467031390080128
gujarat,15735981,All,2021,2,states,india,2021-Q2,-0.012857087742971118
bengaluru urban,10604609,All,2021,2,districts,india,2021-Q2,-0.32609164944975466
pune,6915820,All,2021,2,districts,india,2021-Q2,-0.34784771414014415
thane,4290066,All,2021,2,districts,india,2021-Q2,-0.3796735600406026
jaipur,4226231,All,2021,2,districts,india,2021-Q2,-0.014879724461115518
mumbai suburban,4151227,All,2021,2,districts,india,2021-Q2,-0.01774725517843201
hyderabad,3598337,All,2021,2,districts,india,2021-Q2,-0.13318712756493445
ahmadabad,3209841,All,2021,2,districts,india,2021-Q2,-0.1079654295859448
rangareddy,3097973,All,2021,2,districts,india,2021-Q2,-0.03485157052950594
north twenty four parganas,2660664,All,2021,2,districts,india,2021-Q2,-0.141159719597298
surat,2633443,All,2021,2,districts,india,2021-Q2,-0.01023090476662969
201301,577428,All,2021,2,pincodes,india,2021-Q2,-0.7807326758164121
110059,485328,All,2021,2,pincodes,india,2021-Q2,-0.15950040524532927
560068,455417,All,2021,2,pincodes,india,2021-Q2,-0.061630484950384035
421302,424376,All,2021,2,pincodes,india,2021-Q2,-0.06815951095369743
500072,398987,All,2021,2,pincodes,india,2021-Q2,-0.05982666314777463
122001,385555,All,2021,2,pincodes,india,2021-Q2,-0.03366525726402114
110092,383095,All,2021,2,pincodes,india,2021-Q2,-0.006380412651891376
110086,332618,All,2021,2,pincodes,india,2021-Q2,-0.13176105143632777
121004,328000,All,2021,2,pincodes,india,2021-Q2,-0.013883794623261503
560078,325334,All,2021,2,pincodes,india,2021-Q2,-0.008128048780487784
maharashtra,42581217,All,2021,3,states,india,2021-Q3,129.88462011348338
uttar pradesh,34151882,All,2021,3,states,india,2021-Q3,-0.19795899680368456
karnataka,27614221,All,2021,3,states,india,2021-Q3,-0.1914290111449788
andhra pradesh,21059898,All,2021,3,states,india,2021-Q3,-0.23735317393164923
rajasthan,20499465,All,2021,3,states,india,2021-Q3,-0.026611382448291088
telangana,19615278,All,2021,3,states,india,2021-Q3,-0.04313219881592034
west bengal,19323278,All,2021,3,states,india,2021-Q3,-0.014886355421523945
tamil nadu,19127440,All,2021,3,states,india,2021-Q3,-0.010134822880465744
madhya pradesh,17210233,All,2021,3,states,india,2021-Q3,-0.1002333297085235
gujarat,16946761,All,2021,3,states,india,2021-Q3,-0.015309031551170693
bengaluru urban,11321012,All,2021,3,districts,india,2021-Q3,-0.3319660317390444
pune,7398336,All,2021,3,districts,india,2021-Q3,-0.34649517198639135
thane,4597394,All,2021,3,districts,india,2021-Q3,-0.37859080744643114
jaipur,4534297,All,2021,3,districts,india,2021-Q3,-0.013724514366182272
mumbai suburban,4444495,All,2021,3,districts,india,2021-Q3,-0.019805054675509748
hyderabad,3839513,All,2021,3,districts,india,2021-Q3,-0.13611940164180636
ahmadabad,3445024,All,2021,3,districts,india,2021-Q3,-0.10274454077899986
rangareddy,3310906,All,2021,3,districts,india,2021-Q3,-0.03893093342745946
north twenty four parganas,2852030,All,2021,3,districts,india,2021-Q3,-0.13859529687644412
surat,2830392,All,2021,3,districts,india,2021-Q3,-0.007586876715883095
201301,618043,All,2021,3,pincodes,india,2021-Q3,-0.7816404936136054
110059,520096,All,2021,3,pincodes,india,2021-Q3,-0.15847926438775295
560068,486170,All,2021,3,pincodes,india,2021-Q3,-0.06523026518181263
421302,456284,All,2021,3,pincodes,india,2021-Q3,-0.06147232449554685
500072,425197,All,2021,3,pincodes,india,2021-Q3,-0.06813081326542236
122001,412737,All,2021,3,pincodes,india,2021-Q3,-0.029304063763385013
110092,409520,All,2021,3,pincodes,india,2021-Q3,-0.00779430969358208
110086,357590,All,2021,3,pincodes,india,2021-Q3,-0.1268069935534284
121004,352312,All,2021,3,pincodes,india,2021-Q3,-0.014759920579434538
560078,346840,All,2021,3,pincodes,india,2021-Q3,-0.015531687822157636
maharashtra,45482506,All,2021,4,states,india,2021-Q4,130.1339695536847
uttar pradesh,36617655,All,2021,4,states,india,2021-Q4,-0.19490682857272645
karnataka,29459646,All,2021,4,states,india,2021-Q4,-0.19547972146222903
andhra pradesh,22489029,All,2021,4,states,india,2021-Q4,-0.23661577603478334
rajasthan,21977202,All,2021,4,states,india,2021-Q4,-0.022758963937482557
telangana,20917649,All,2021,4,states,india,2021-Q4,-0.04821146022136935
west bengal,20644527,All,2021,4,states,india,2021-Q4,-0.01305701228661027
tamil nadu,20433142,All,2021,4,states,india,2021-Q4,-0.010239275523241553
madhya pradesh,18456243,All,2021,4,states,india,2021-Q4,-0.09674963351206589
gujarat,18139201,All,2021,4,states,india,2021-Q4,-0.017178035638130695
bengaluru urban,12038775,All,2021,4,districts,india,2021-Q4,-0.33631172618904215
pune,7880431,All,2021,4,districts,india,2021-Q4,-0.3454125523568635
thane,4906492,All,2021,4,districts,india,2021-Q4,-0.377382785281668
jaipur,4841883,All,2021,4,districts,india,2021-Q4,-0.013168063863142954
mumbai suburban,4740546,All,2021,4,districts,india,2021-Q4,-0.020929254176525913
hyderabad,4081185,All,2021,4,districts,india,2021-Q4,-0.13908967448053455
ahmadabad,3679243,All,2021,4,districts,india,2021-Q4,-0.09848659151692463
rangareddy,3523496,All,2021,4,districts,india,2021-Q4,-0.04233126216452676
north twenty four parganas,3043008,All,2021,4,districts,india,2021-Q4,-0.1363668356654868
surat,3026960,All,2021,4,districts,india,2021-Q4,-0.005273729152207252
201301,659549,All,2021,4,pincodes,india,2021-Q4,-0.7821084520442952
110059,555449,All,2021,4,pincodes,india,2021-Q4,-0.15783512673053857
560068,517115,All,2021,4,pincodes,india,2021-Q4,-0.06901443696901066
421302,488443,All,2021,4,pincodes,india,2021-Q4,-0.055446080659041
500072,451595,All,2021,4,pincodes,india,2021-Q4,-0.07543971353873435
122001,440178,All,2021,4,pincodes,india,2021-Q4,-0.025281502230981245
110092,436075,All,2021,4,pincodes,india,2021-Q4,-0.009321229139121034
110086,382858,All,2021,4,pincodes,india,2021-Q4,-0.12203634695866539
121004,376910,All,2021,4,pincodes,india,2021-Q4,-0.01553578611391171
560078,368213,All,2021,4,pincodes,india,2021-Q4,-0.023074474012363733
maharashtra,48227630,All,2022,1,states,india,2022-Q1,129.9775320263
uttar pradesh,38999692,All,2022,1,states,india,2022-Q1,-0.19134131202383364
karnataka,31200349,All,2022,1,states,india,2022-Q1,-0.1999847332127649
andhra pradesh,23857951,All,2022,1,states,india,2022-Q1,-0.23533063684640199
rajasthan,23398857,All,2022,1,states,india,2022-Q1,-0.019242809242084546
telangana,22150612,All,2022,1,states,india,2022-Q1,-0.05334640918571365
west bengal,21919787,All,2022,1,states,india,2022-Q1,-0.010420705306020461
tamil nadu,21667020,All,2022,1,states,india,2022-Q1,-0.01153145329377514
madhya pradesh,19656147,All,2022,1,states,india,2022-Q1,-0.09280800959245894
gujarat,19265314,All,2022,1,states,india,2022-Q1,-0.019883500057259473
bengaluru urban,12707664,All,2022,1,districts,india,2022-Q1,-0.34038635446066434
pune,8331582,All,2022,1,districts,india,2022-Q1,-0.3443655734051514
thane,5196050,All,2022,1,districts,india,2022-Q1,-0.37634293223063764
jaipur,5133527,All,2022,1,districts,india,2022-Q1,-0.012032794141703773
mumbai suburban,5017556,All,2022,1,districts,india,2022-Q1,-0.022590900953671778
hyderabad,4306136,All,2022,1,districts,india,2022-Q1,-0.1417861604334859
ahmadabad,3897869,All,2022,1,districts,india,2022-Q1,-0.09481052154414071
rangareddy,3722676,All,2022,1,districts,india,2022-Q1,-0.04494584091974363
north twenty four parganas,3224459,All,2022,1,districts,india,2022-Q1,-0.1338330276392573
surat,3210535,All,2022,1,districts,india,2022-Q1,-0.004318243773606678
201301,698600,All,2022,1,pincodes,india,2022-Q1,-0.7824038672682279
110059,588266,All,2022,1,pincodes,india,2022-Q1,-0.157935871743487
560068,545827,All,2022,1,pincodes,india,2022-Q1,-0.07214253415971683
421302,518716,All,2022,1,pincodes,india,2022-Q1,-0.04966958395242449
500072,476073,All,2022,1,pincodes,india,2022-Q1,-0.08220876163449753
122001,465984,All,2022,1,pincodes,india,2022-Q1,-0.02119212809800175
110092,460951,All,2022,1,pincodes,india,2022-Q1,-0.010800800027468749
110086,406863,All,2022,1,pincodes,india,2022-Q1,-0.1173400209566744
121004,400283,All,2022,1,pincodes,india,2022-Q1,-0.016172519988300715
560078,388154,All,2022,1,pincodes,india,2022-Q1,-0.030301061998635914
maharashtra,50802786,All,2022,2,states,india,2022-Q2,129.8830670300963
uttar pradesh,41247289,All,2022,2,states,india,2022-Q2,-0.1880900193150824
karnataka,32831447,All,2022,2,states,india,2022-Q2,-0.2040338214712729
andhra pradesh,25157264,All,2022,2,states,india,2022-Q2,-0.23374489098820406
rajasthan,24716181,All,2022,2,states,india,2022-Q2,-0.01753302743891383
telangana,23314363,All,2022,2,states,india,2022-Q2,-0.05671661006204798
west bengal,23124388,All,2022,2,states,india,2022-Q2,-0.008148410488418634
tamil nadu,22829720,All,2022,2,states,india,2022-Q2,-0.01274273723481889
madhya pradesh,20766417,All,2022,2,states,india,2022-Q2,-0.09037793718013187
gujarat,20321596,All,2022,2,states,india,2022-Q2,-0.021420209369772403
bengaluru urban,13342916,All,2022,2,districts,india,2022-Q2,-0.3434120036634918
pune,8757249,All,2022,2,districts,india,2022-Q2,-0.34367802360443545
thane,5471749,All,2022,2,districts,india,2022-Q2,-0.37517489796167725
jaipur,5409763,All,2022,2,districts,india,2022-Q2,-0.011328370508223218
mumbai suburban,5281053,All,2022,2,districts,india,2022-Q2,-0.023792169823336096
hyderabad,4519625,All,2022,2,districts,india,2022-Q2,-0.14418109418708736
ahmadabad,4105172,All,2022,2,districts,india,2022-Q2,-0.09170074950908536
rangareddy,3911372,All,2022,2,districts,india,2022-Q2,-0.0472087405838294
north twenty four parganas,3397791,All,2022,2,districts,india,2022-Q2,-0.13130456525229506
surat,3385398,All,2022,2,districts,india,2022-Q2,-0.0036473697175606334
201301,735907,All,2022,2,pincodes,india,2022-Q2,-0.7826231952638951
110059,619737,All,2022,2,pincodes,india,2022-Q2,-0.1578596208488301
560068,573310,All,2022,2,pincodes,india,2022-Q2,-0.07491403611531988
421302,547501,All,2022,2,pincodes,india,2022-Q2,-0.04501752978318885
500072,499269,All,2022,2,pincodes,india,2022-Q2,-0.08809481626517579
122001,490709,All,2022,2,pincodes,india,2022-Q2,-0.017145066086618588
110092,484816,All,2022,2,pincodes,india,2022-Q2,-0.012009154101514374
110086,429566,All,2022,2,pincodes,india,2022-Q2,-0.11396076037094482
121004,422488,All,2022,2,pincodes,india,2022-Q2,-0.01647709548707299
560078,407066,All,2022,2,pincodes,india,2022-Q2,-0.036502811914184585
maharashtra,53432602,All,2022,3,states,india,2022-Q3,130.2627485469187
uttar pradesh,43537920,All,2022,3,states,india,2022-Q3,-0.18518061313952106
karnataka,34493994,All,2022,3,states,india,2022-Q3,-0.20772526569941785
andhra pradesh,26496330,All,2022,3,states,india,2022-Q3,-0.23185671105526373
rajasthan,26042948,All,2022,3,states,india,2022-Q3,-0.01711112444629126
telangana,24506111,All,2022,3,states,india,2022-Q3,-0.05901163723861058
west bengal,24372048,All,2022,3,states,india,2022-Q3,-0.005470594661062256
tamil nadu,24019964,All,2022,3,states,india,2022-Q3,-0.014446221343401233
madhya pradesh,21884220,All,2022,3,states,india,2022-Q3,-0.08891537056425225
gujarat,21394721,All,2022,3,states,india,2022-Q3,-0.022367669489705366
bengaluru urban,13997602,All,2022,3,districts,india,2022-Q3,-0.34574505552093904
pune,9194074,All,2022,3,districts,india,2022-Q3,-0.3431679226198887
thane,5757165,All,2022,3,districts,india,2022-Q3,-0.3738178526733633
jaipur,5696726,All,2022,3,districts,india,2022-Q3,-0.010498048952913508
mumbai suburban,5555095,All,2022,3,districts,india,2022-Q3,-0.024861824142498712
hyderabad,4739891,All,2022,3,districts,india,2022-Q3,-0.14674888548260656
ahmadabad,4319512,All,2022,3,districts,india,2022-Q3,-0.08868959222901962
rangareddy,4105107,All,2022,3,districts,india,2022-Q3,-0.04963639411118659
north twenty four parganas,3578500,All,2022,3,districts,india,2022-Q3,-0.12828094371230758
surat,3567767,All,2022,3,districts,india,2022-Q3,-0.0029993013832610993
201301,774591,All,2022,3,pincodes,india,2022-Q3,-0.7828919321244914
110059,652328,All,2022,3,pincodes,india,2022-Q3,-0.1578420095250268
560068,601656,All,2022,3,pincodes,india,2022-Q3,-0.07767871377589186
421302,577754,All,2022,3,pincodes,india,2022-Q3,-0.03972702009121487
500072,523196,All,2022,3,pincodes,india,2022-Q3,-0.09443119389913357
122001,516313,All,2022,3,pincodes,india,2022-Q3,-0.013155681618361004
110092,509260,All,2022,3,pincodes,india,2022-Q3,-0.013660318450242404
110086,453393,All,2022,3,pincodes,india,2022-Q3,-0.10970231316027179
121004,445822,All,2022,3,pincodes,india,2022-Q3,-0.016698537471906305
201009,428994,All,2022,3,pincodes,india,2022-Q3,-0.037746006253616904
maharashtra,55954028,All,2022,4,states,india,2022-Q4,129.43079390387743
uttar pradesh,45648650,All,2022,4,states,india,2022-Q4,-0.18417580232114839
karnataka,36081698,All,2022,4,states,india,2022-Q4,-0.2095779831386032
andhra pradesh,27778016,All,2022,4,states,india,2022-Q4,-0.23013556623637832
rajasthan,27255927,All,2022,4,states,india,2022-Q4,-0.018795042813712803
telangana,25656381,All,2022,4,states,india,2022-Q4,-0.05868617126836306
west bengal,25536381,All,2022,4,states,india,2022-Q4,-0.004677199017273703
tamil nadu,25136112,All,2022,4,states,india,2022-Q4,-0.015674460684151015
madhya pradesh,22913924,All,2022,4,states,india,2022-Q4,-0.08840619424356477
gujarat,22412353,All,2022,4,states,india,2022-Q4,-0.021889354263372796
bengaluru urban,14654455,All,2022,4,districts,india,2022-Q4,-0.3461438430851058
pune,9622338,All,2022,4,districts,india,2022-Q4,-0.3433847932249954
thane,6042267,All,2022,4,districts,india,2022-Q4,-0.3720583292750681
jaipur,5975863,All,2022,4,districts,india,2022-Q4,-0.010989914877975404
mumbai suburban,5831539,All,2022,4,districts,india,2022-Q4,-0.024151156075699842
hyderabad,4962214,All,2022,4,districts,india,2022-Q4,-0.14907299771123883
ahmadabad,4530853,All,2022,4,districts,india,2022-Q4,-0.08692914090363701
rangareddy,4296707,All,2022,4,districts,india,2022-Q4,-0.0516781277167897
north twenty four parganas,3755017,All,2022,4,districts,india,2022-Q4,-0.12607096550916785
surat,3747780,All,2022,4,districts,india,2022-Q4,-0.0019272882120107138
201301,814008,All,2022,4,pincodes,india,2022-Q4,-0.7828026191505371
110059,685596,All,2022,4,pincodes,india,2022-Q4,-0.15775274935872863
560068,630255,All,2022,4,pincodes,india,2022-Q4,-0.08071954912222357
421302,608005,All,2022,4,pincodes,india,2022-Q4,-0.03530317093874702
500072,547282,All,2022,4,pincodes,india,2022-Q4,-0.09987253394297746
122001,542209,All,2022,4,pincodes,india,2022-Q4,-0.009269444271874483
110092,534009,All,2022,4,pincodes,india,2022-Q4,-0.015123319605539587
110086,477514,All,2022,4,pincodes,india,2022-Q4,-0.10579409710323229
121004,468607,All,2022,4,pincodes,india,2022-Q4,-0.01865285625133506
201009,451153,All,2022,4,pincodes,india,2022-Q4,-0.03724656268472304
maharashtra,58470784,All,2023,1,states,india,2023-Q1,128.60300385900126
uttar pradesh,47806049,All,2023,1,states,india,2023-Q1,-0.1823942535130023
karnataka,37681426,All,2023,1,states,india,2023-Q1,-0.21178539560966436
andhra pradesh,29065863,All,2023,1,states,india,2023-Q1,-0.22864216975228058
rajasthan,28523031,All,2023,1,states,india,2023-Q1,-0.018675929216345644
telangana,26804259,All,2023,1,states,india,2023-Q1,-0.06025909378284522
west bengal,26732895,All,2023,1,states,india,2023-Q1,-0.0026624127158300093
tamil nadu,26270663,All,2023,1,states,india,2023-Q1,-0.017290757323514705
madhya pradesh,24002818,All,2023,1,states,india,2023-Q1,-0.08632614258726545
gujarat,23436230,All,2023,1,states,india,2023-Q1,-0.023605061705671337
bengaluru urban,15290372,All,2023,1,districts,india,2023-Q1,-0.34757544195461476
pune,10037022,All,2023,1,districts,india,2023-Q1,-0.34357241275751826
thane,6314618,All,2023,1,districts,india,2023-Q1,-0.370867374804997
jaipur,6247095,All,2023,1,districts,india,2023-Q1,-0.010693125063147124
mumbai suburban,6095695,All,2023,1,districts,india,2023-Q1,-0.024235264550963254
hyderabad,5176899,All,2023,1,districts,india,2023-Q1,-0.1507286699875896
ahmadabad,4734630,All,2023,1,districts,india,2023-Q1,-0.08543125913795113
rangareddy,4483193,All,2023,1,districts,india,2023-Q1,-0.0531059449207224
north twenty four parganas,3926974,All,2023,1,districts,india,2023-Q1,-0.12406760092639335
