brand,count,percentage,registeredUsers,appOpens,state,year,quarter,source,category,country,date,growth
oneplus,117670,0.021079125091808,5582300,64309022,Kerala,2020,3,aggregated,user,india,2020-Q3,-0.05388672691602614
others,457772,0.0820041918205757,5582300,64309022,Kerala,2020,3,aggregated,user,india,2020-Q3,2.8903033908387865
xiaomi,1466789,0.2296461859706546,6387169,91415273,Kerala,2020,4,aggregated,user,india,2020-Q4,2.204191169403109
samsung,1399186,0.2190619975767041,6387169,91415273,Kerala,2020,4,aggregated,user,india,2020-Q4,-0.046089110294664004
vivo,811546,0.127058795532105,6387169,91415273,Kerala,2020,4,aggregated,user,india,2020-Q4,-0.41998704961313216
oppo,707082,0.110703505731569,6387169,91415273,Kerala,2020,4,aggregated,user,india,2020-Q4,-0.12872221660879357
huawei,402396,0.0630006815225963,6387169,91415273,Kerala,2020,4,aggregated,user,india,2020-Q4,-0.43090617495566286
apple,364712,0.0571007280377268,6387169,91415273,Kerala,2020,4,aggregated,user,india,2020-Q4,-0.09364904223700032
realme,332456,0.0520506033267633,6387169,91415273,Kerala,2020,4,aggregated,user,india,2020-Q4,-0.08844238741801747
lenovo,139386,0.0218228138319183,6387169,91415273,Kerala,2020,4,aggregated,user,india,2020-Q4,-0.5807385037418485
motorola,134213,0.0210129088489751,6387169,91415273,Kerala,2020,4,aggregated,user,india,2020-Q4,-0.03711276598797586
oneplus,127085,0.0198969214686506,6387169,91415273,Kerala,2020,4,aggregated,user,india,2020-Q4,-0.05310960935229825
others,502318,0.0786448581523363,6387169,91415273,Kerala,2020,4,aggregated,user,india,2020-Q4,2.952614391942401
xiaomi,1589645,0.2291564165944566,6936943,108918733,Kerala,2021,1,aggregated,user,india,2021-Q1,2.1646188271174833
samsung,1517006,0.2186850893830322,6936943,108918733,Kerala,2021,1,aggregated,user,india,2021-Q1,-0.04569510802726395
vivo,906705,0.1307067104342647,6936943,108918733,Kerala,2021,1,aggregated,user,india,2021-Q1,-0.4023062532382865
oppo,775012,0.1117224114426196,6936943,108918733,Kerala,2021,1,aggregated,user,india,2021-Q1,-0.1452434915435561
huawei,426164,0.0614339774739391,6936943,108918733,Kerala,2021,1,aggregated,user,india,2021-Q1,-0.45011948202092356
apple,398950,0.0575109237599328,6936943,108918733,Kerala,2021,1,aggregated,user,india,2021-Q1,-0.0638580452595714
realme,378100,0.0545052770362968,6936943,108918733,Kerala,2021,1,aggregated,user,india,2021-Q1,-0.05226218824414086
lenovo,140787,0.0202952510925922,6936943,108918733,Kerala,2021,1,aggregated,user,india,2021-Q1,-0.6276461253636605
motorola,138567,0.019975225398277,6936943,108918733,Kerala,2021,1,aggregated,user,india,2021-Q1,-0.015768501353107922
oneplus,135957,0.0195989789738794,6936943,108918733,Kerala,2021,1,aggregated,user,india,2021-Q1,-0.018835653510576145
others,530050,0.0764097384107091,6936943,108918733,Kerala,2021,1,aggregated,user,india,2021-Q1,2.898659134873526
xiaomi,1714598,0.2311999474655286,7416083,87814415,Kerala,2021,2,aggregated,user,india,2021-Q2,2.2347853976039995
samsung,1605779,0.2165265680009244,7416083,87814415,Kerala,2021,2,aggregated,user,india,2021-Q2,-0.06346618857598108
vivo,999633,0.134792585250192,7416083,87814415,Kerala,2021,2,aggregated,user,india,2021-Q2,-0.37747784720064215
oppo,831538,0.112126307108483,7416083,87814415,Kerala,2021,2,aggregated,user,india,2021-Q2,-0.16815671351385963
realme,444654,0.059958066812359,7416083,87814415,Kerala,2021,2,aggregated,user,india,2021-Q2,-0.4652631629582773
huawei,427830,0.0576894837881399,7416083,87814415,Kerala,2021,2,aggregated,user,india,2021-Q2,-0.0378361602504419
apple,427612,0.0576600882163805,7416083,87814415,Kerala,2021,2,aggregated,user,india,2021-Q2,-0.000509548185026798
oneplus,146086,0.0196985389726625,7416083,87814415,Kerala,2021,2,aggregated,user,india,2021-Q2,-0.6583678661964585
lenovo,138448,0.0186686152245059,7416083,87814415,Kerala,2021,2,aggregated,user,india,2021-Q2,-0.05228427090891663
motorola,138108,0.0186227689199271,7416083,87814415,Kerala,2021,2,aggregated,user,india,2021-Q2,-0.0024557956777996326
others,541797,0.0730570302408967,7416083,87814415,Kerala,2021,2,aggregated,user,india,2021-Q2,2.9229950473542443
xiaomi,1859763,0.2339493736968397,7949425,116282717,Kerala,2021,3,aggregated,user,india,2021-Q3,2.4325826831820776
samsung,1678905,0.2111982942162483,7949425,116282717,Kerala,2021,3,aggregated,user,india,2021-Q3,-0.09724787513247657
vivo,1115818,0.1403646175666793,7949425,116282717,Kerala,2021,3,aggregated,user,india,2021-Q3,-0.33538943537603383
oppo,896805,0.1128138198674746,7949425,116282717,Kerala,2021,3,aggregated,user,india,2021-Q3,-0.19628021774160298
realme,528624,0.0664983945379697,7949425,116282717,Kerala,2021,3,aggregated,user,india,2021-Q3,-0.4105474434241557
apple,461244,0.0580223097897017,7949425,116282717,Kerala,2021,3,aggregated,user,india,2021-Q3,-0.12746299827476615
huawei,422903,0.053199193652371,7949425,116282717,Kerala,2021,3,aggregated,user,india,2021-Q3,-0.08312520054461414
oneplus,167667,0.0210917141805853,7949425,116282717,Kerala,2021,3,aggregated,user,india,2021-Q3,-0.6035331979200904
motorola,135436,0.0170372070935948,7949425,116282717,Kerala,2021,3,aggregated,user,india,2021-Q3,-0.1922322222023416
lenovo,132669,0.0166891316038581,7949425,116282717,Kerala,2021,3,aggregated,user,india,2021-Q3,-0.020430313949023948
others,549591,0.0691359437946769,7949425,116282717,Kerala,2021,3,aggregated,user,india,2021-Q3,3.142572869321394
xiaomi,1989367,0.2347665335899672,8473810,213542857,Kerala,2021,4,aggregated,user,india,2021-Q4,2.6197226664919913
samsung,1752657,0.2068322277700349,8473810,213542857,Kerala,2021,4,aggregated,user,india,2021-Q4,-0.1189875975624407
vivo,1227761,0.1448888988542344,8473810,213542857,Kerala,2021,4,aggregated,user,india,2021-Q4,-0.2994858663161132
oppo,961805,0.113503252964133,8473810,213542857,Kerala,2021,4,aggregated,user,india,2021-Q4,-0.2166187067352685
realme,622033,0.0734065314185708,8473810,213542857,Kerala,2021,4,aggregated,user,india,2021-Q4,-0.3532649549544866
apple,507548,0.0598960798035358,8473810,213542857,Kerala,2021,4,aggregated,user,india,2021-Q4,-0.1840497208347467
huawei,412197,0.0486436443583228,8473810,213542857,Kerala,2021,4,aggregated,user,india,2021-Q4,-0.18786597523781
oneplus,185990,0.0219488046109129,8473810,213542857,Kerala,2021,4,aggregated,user,india,2021-Q4,-0.548783712642256
motorola,137360,0.0162099457032904,8473810,213542857,Kerala,2021,4,aggregated,user,india,2021-Q4,-0.2614656701973225
lenovo,125313,0.0147882711554778,8473810,213542857,Kerala,2021,4,aggregated,user,india,2021-Q4,-0.08770384391380315
others,551779,0.0651158097715195,8473810,213542857,Kerala,2021,4,aggregated,user,india,2021-Q4,3.403206371246399
xiaomi,2098370,0.233872054419943,8972299,94047893,Kerala,2022,1,aggregated,user,india,2022-Q1,2.802917472393839
samsung,1826034,0.2035190757686519,8972299,94047893,Kerala,2022,1,aggregated,user,india,2022-Q1,-0.12978454705318887
vivo,1330622,0.1483033501224156,8972299,94047893,Kerala,2022,1,aggregated,user,india,2022-Q1,-0.27130491546159596
oppo,1032233,0.1150466563809342,8972299,94047893,Kerala,2022,1,aggregated,user,india,2022-Q1,-0.22424775781551787
realme,705424,0.0786224355652882,8972299,94047893,Kerala,2022,1,aggregated,user,india,2022-Q1,-0.3166039062885996
apple,550489,0.0613542861199788,8972299,94047893,Kerala,2022,1,aggregated,user,india,2022-Q1,-0.2196338655900565
huawei,408553,0.0455349292305127,8972299,94047893,Kerala,2022,1,aggregated,user,india,2022-Q1,-0.25783621471092066
oneplus,199414,0.0222255187884398,8972299,94047893,Kerala,2022,1,aggregated,user,india,2022-Q1,-0.5119017606038874
motorola,137230,0.0152948536378468,8972299,94047893,Kerala,2022,1,aggregated,user,india,2022-Q1,-0.31183367266089645
lenovo,124999,0.0139316578727481,8972299,94047893,Kerala,2022,1,aggregated,user,india,2022-Q1,-0.08912774174743132
others,558931,0.0622951820932405,8972299,94047893,Kerala,2022,1,aggregated,user,india,2022-Q1,3.471483771870175
xiaomi,2316,0.2636612021857923,8784,0,Ladakh,2018,1,aggregated,user,india,2018-Q1,
samsung,1720,0.1958105646630236,8784,0,Ladakh,2018,1,aggregated,user,india,2018-Q1,-0.2573402417962003
vivo,1570,0.1787340619307832,8784,0,Ladakh,2018,1,aggregated,user,india,2018-Q1,-0.08720930232558144
oppo,1138,0.1295537340619307,8784,0,Ladakh,2018,1,aggregated,user,india,2018-Q1,-0.27515923566878986
realme,429,0.0488387978142076,8784,0,Ladakh,2018,1,aggregated,user,india,2018-Q1,-0.6230228471001757
apple,259,0.0294854280510018,8784,0,Ladakh,2018,1,aggregated,user,india,2018-Q1,-0.3962703962703963
oneplus,233,0.0265255009107468,8784,0,Ladakh,2018,1,aggregated,user,india,2018-Q1,-0.10038610038610041
motorola,161,0.0183287795992714,8784,0,Ladakh,2018,1,aggregated,user,india,2018-Q1,-0.3090128755364807
lenovo,159,0.0181010928961748,8784,0,Ladakh,2018,1,aggregated,user,india,2018-Q1,-0.012422360248447228
micromax,117,0.0133196721311475,8784,0,Ladakh,2018,1,aggregated,user,india,2018-Q1,-0.26415094339622647
others,682,0.0776411657559198,8784,0,Ladakh,2018,1,aggregated,user,india,2018-Q1,4.829059829059829
xiaomi,3442,0.2664499148474996,12918,0,Ladakh,2018,2,aggregated,user,india,2018-Q2,4.0469208211143695
samsung,2443,0.1891159622232543,12918,0,Ladakh,2018,2,aggregated,user,india,2018-Q2,-0.2902382335851249
vivo,2394,0.1853228053878309,12918,0,Ladakh,2018,2,aggregated,user,india,2018-Q2,-0.02005730659025784
oppo,1754,0.1357795324353615,12918,0,Ladakh,2018,2,aggregated,user,india,2018-Q2,-0.2673350041771094
realme,606,0.0469112865768694,12918,0,Ladakh,2018,2,aggregated,user,india,2018-Q2,-0.6545039908779932
apple,358,0.0277132683077875,12918,0,Ladakh,2018,2,aggregated,user,india,2018-Q2,-0.4092409240924092
oneplus,320,0.0247716364762347,12918,0,Ladakh,2018,2,aggregated,user,india,2018-Q2,-0.1061452513966481
motorola,265,0.0205140114568818,12918,0,Ladakh,2018,2,aggregated,user,india,2018-Q2,-0.171875
lenovo,206,0.015946740981576,12918,0,Ladakh,2018,2,aggregated,user,india,2018-Q2,-0.22264150943396221
micromax,188,0.0145533364297878,12918,0,Ladakh,2018,2,aggregated,user,india,2018-Q2,-0.08737864077669899
others,942,0.0729215048769159,12918,0,Ladakh,2018,2,aggregated,user,india,2018-Q2,4.01063829787234
xiaomi,4906,0.2764099385880895,17749,0,Ladakh,2018,3,aggregated,user,india,2018-Q3,4.208067940552017
vivo,3378,0.1903205814412079,17749,0,Ladakh,2018,3,aggregated,user,india,2018-Q3,-0.3114553607827151
samsung,3360,0.1893064397994253,17749,0,Ladakh,2018,3,aggregated,user,india,2018-Q3,-0.005328596802841923
oppo,2448,0.1379232632824384,17749,0,Ladakh,2018,3,aggregated,user,india,2018-Q3,-0.27142857142857146
realme,819,0.0461434447011099,17749,0,Ladakh,2018,3,aggregated,user,india,2018-Q3,-0.6654411764705883
apple,457,0.0257479294608146,17749,0,Ladakh,2018,3,aggregated,user,india,2018-Q3,-0.442002442002442
oneplus,440,0.0247901290213533,17749,0,Ladakh,2018,3,aggregated,user,india,2018-Q3,-0.03719912472647702
motorola,364,0.0205081976449377,17749,0,Ladakh,2018,3,aggregated,user,india,2018-Q3,-0.17272727272727273
lenovo,240,0.0135218885571018,17749,0,Ladakh,2018,3,aggregated,user,india,2018-Q3,-0.34065934065934067
huawei,200,0.0112682404642515,17749,0,Ladakh,2018,3,aggregated,user,india,2018-Q3,-0.16666666666666663
others,1137,0.0640599470392698,17749,0,Ladakh,2018,3,aggregated,user,india,2018-Q3,4.685
xiaomi,6734,0.2819578779885274,23883,0,Ladakh,2018,4,aggregated,user,india,2018-Q4,4.922603342128408
vivo,4711,0.1972532763890633,23883,0,Ladakh,2018,4,aggregated,user,india,2018-Q4,-0.3004158004158004
samsung,4481,0.1876229954360842,23883,0,Ladakh,2018,4,aggregated,user,india,2018-Q4,-0.048821906177032526
oppo,3307,0.1384666917891387,23883,0,Ladakh,2018,4,aggregated,user,india,2018-Q4,-0.2619950903816113
realme,1087,0.0455135451995142,23883,0,Ladakh,2018,4,aggregated,user,india,2018-Q4,-0.6713032960387058
apple,591,0.024745634970481,23883,0,Ladakh,2018,4,aggregated,user,india,2018-Q4,-0.4563017479300828
oneplus,555,0.0232382866474061,23883,0,Ladakh,2018,4,aggregated,user,india,2018-Q4,-0.060913705583756306
motorola,486,0.0203492023615123,23883,0,Ladakh,2018,4,aggregated,user,india,2018-Q4,-0.12432432432432428
lenovo,349,0.0146129045764769,23883,0,Ladakh,2018,4,aggregated,user,india,2018-Q4,-0.28189300411522633
huawei,278,0.011640078717079,23883,0,Ladakh,2018,4,aggregated,user,india,2018-Q4,-0.20343839541547282
others,1304,0.0545995059247163,23883,0,Ladakh,2018,4,aggregated,user,india,2018-Q4,3.6906474820143886
xiaomi,8452,0.2850686363789672,29649,0,Ladakh,2019,1,aggregated,user,india,2019-Q1,5.4815950920245395
vivo,5967,0.2012546797531114,29649,0,Ladakh,2019,1,aggregated,user,india,2019-Q1,-0.29401325130146716
samsung,5464,0.1842895207258255,29649,0,Ladakh,2019,1,aggregated,user,india,2019-Q1,-0.08429696664990782
oppo,4167,0.1405443691186886,29649,0,Ladakh,2019,1,aggregated,user,india,2019-Q1,-0.23737188872620796
realme,1345,0.0453640932240547,29649,0,Ladakh,2019,1,aggregated,user,india,2019-Q1,-0.6772258219342453
apple,703,0.0237107490977773,29649,0,Ladakh,2019,1,aggregated,user,india,2019-Q1,-0.47732342007434947
oneplus,669,0.0225639987857937,29649,0,Ladakh,2019,1,aggregated,user,india,2019-Q1,-0.0483641536273115
motorola,564,0.0190225639987857,29649,0,Ladakh,2019,1,aggregated,user,india,2019-Q1,-0.15695067264573992
lenovo,380,0.0128166211339336,29649,0,Ladakh,2019,1,aggregated,user,india,2019-Q1,-0.3262411347517731
huawei,375,0.0126479813821714,29649,0,Ladakh,2019,1,aggregated,user,india,2019-Q1,-0.013157894736842146
others,1563,0.0527167864008904,29649,0,Ladakh,2019,1,aggregated,user,india,2019-Q1,3.168
xiaomi,10276,0.2893343845027593,35516,157317,Ladakh,2019,2,aggregated,user,india,2019-Q2,5.574536148432502
vivo,7098,0.1998535871156661,35516,157317,Ladakh,2019,2,aggregated,user,india,2019-Q2,-0.3092643051771117
samsung,6545,0.1842831399932424,35516,157317,Ladakh,2019,2,aggregated,user,india,2019-Q2,-0.07790927021696248
oppo,5008,0.1410068701430341,35516,157317,Ladakh,2019,2,aggregated,user,india,2019-Q2,-0.2348357524828113
realme,1573,0.0442898975109809,35516,157317,Ladakh,2019,2,aggregated,user,india,2019-Q2,-0.6859025559105432
apple,862,0.0242707512107219,35516,157317,Ladakh,2019,2,aggregated,user,india,2019-Q2,-0.4520025429116338
oneplus,777,0.0218774636783421,35516,157317,Ladakh,2019,2,aggregated,user,india,2019-Q2,-0.09860788863109049
motorola,658,0.0185268611330104,35516,157317,Ladakh,2019,2,aggregated,user,india,2019-Q2,-0.15315315315315314
lenovo,465,0.0130926906183128,35516,157317,Ladakh,2019,2,aggregated,user,india,2019-Q2,-0.29331306990881456
huawei,458,0.0128955963509404,35516,157317,Ladakh,2019,2,aggregated,user,india,2019-Q2,-0.01505376344086018
others,1796,0.050568757742989,35516,157317,Ladakh,2019,2,aggregated,user,india,2019-Q2,2.921397379912664
xiaomi,11485,0.2931866336507288,39173,503126,Ladakh,2019,3,aggregated,user,india,2019-Q3,5.394766146993319
vivo,7940,0.2026906287493937,39173,503126,Ladakh,2019,3,aggregated,user,india,2019-Q3,-0.30866347409664785
samsung,7048,0.1799198427488321,39173,503126,Ladakh,2019,3,aggregated,user,india,2019-Q3,-0.11234256926952146
oppo,5503,0.1404794118397876,39173,503126,Ladakh,2019,3,aggregated,user,india,2019-Q3,-0.21921112372304197
realme,1760,0.0449289051132157,39173,503126,Ladakh,2019,3,aggregated,user,india,2019-Q3,-0.6801744502998365
apple,953,0.0243279810073264,39173,503126,Ladakh,2019,3,aggregated,user,india,2019-Q3,-0.45852272727272725
oneplus,884,0.0225665637045924,39173,503126,Ladakh,2019,3,aggregated,user,india,2019-Q3,-0.07240293809024134
motorola,683,0.0174354785183672,39173,503126,Ladakh,2019,3,aggregated,user,india,2019-Q3,-0.2273755656108597
huawei,560,0.0142955607178413,39173,503126,Ladakh,2019,3,aggregated,user,india,2019-Q3,-0.18008784773060027
lenovo,442,0.0112832818522962,39173,503126,Ladakh,2019,3,aggregated,user,india,2019-Q3,-0.21071428571428574
others,1915,0.0488857120976182,39173,503126,Ladakh,2019,3,aggregated,user,india,2019-Q3,3.3325791855203617
xiaomi,12590,0.2920571587640345,43108,470440,Ladakh,2019,4,aggregated,user,india,2019-Q4,5.5744125326370755
vivo,8910,0.2066901735176765,43108,470440,Ladakh,2019,4,aggregated,user,india,2019-Q4,-0.2922954725972995
samsung,7684,0.1782499768024496,43108,470440,Ladakh,2019,4,aggregated,user,india,2019-Q4,-0.1375982042648709
oppo,6141,0.1424561566298599,43108,470440,Ladakh,2019,4,aggregated,user,india,2019-Q4,-0.20080687142113485
realme,2003,0.0464646933283845,43108,470440,Ladakh,2019,4,aggregated,user,india,2019-Q4,-0.6738316235140857
apple,1058,0.0245430082583279,43108,470440,Ladakh,2019,4,aggregated,user,india,2019-Q4,-0.47179231153270096
oneplus,954,0.0221304630231047,43108,470440,Ladakh,2019,4,aggregated,user,india,2019-Q4,-0.09829867674858228
motorola,752,0.0174445578546905,43108,470440,Ladakh,2019,4,aggregated,user,india,2019-Q4,-0.2117400419287212
huawei,607,0.0140809130555813,43108,470440,Ladakh,2019,4,aggregated,user,india,2019-Q4,-0.19281914893617025
lenovo,433,0.0100445392966502,43108,470440,Ladakh,2019,4,aggregated,user,india,2019-Q4,-0.28665568369028005
others,1976,0.04583835946924,43108,470440,Ladakh,2019,4,aggregated,user,india,2019-Q4,3.5635103926096994
xiaomi,13890,0.290646578782172,47790,590484,Ladakh,2020,1,aggregated,user,india,2020-Q1,6.029352226720648
vivo,10052,0.2103368905628792,47790,590484,Ladakh,2020,1,aggregated,user,india,2020-Q1,-0.27631389488840896
samsung,8475,0.177338355304457,47790,590484,Ladakh,2020,1,aggregated,user,india,2020-Q1,-0.15688420214882615
oppo,6916,0.1447164678803097,47790,590484,Ladakh,2020,1,aggregated,user,india,2020-Q1,-0.18395280235988198
realme,2292,0.0479598242310106,47790,590484,Ladakh,2020,1,aggregated,user,india,2020-Q1,-0.6685945633314054
apple,1130,0.0236451140405942,47790,590484,Ladakh,2020,1,aggregated,user,india,2020-Q1,-0.506980802792321
oneplus,1058,0.0221385227034944,47790,590484,Ladakh,2020,1,aggregated,user,india,2020-Q1,-0.06371681415929209
motorola,787,0.0164678803096882,47790,590484,Ladakh,2020,1,aggregated,user,india,2020-Q1,-0.2561436672967864
huawei,703,0.0147101904164051,47790,590484,Ladakh,2020,1,aggregated,user,india,2020-Q1,-0.10673443456162646
lenovo,453,0.0094789704959196,47790,590484,Ladakh,2020,1,aggregated,user,india,2020-Q1,-0.3556187766714083
others,2034,0.0425612052730696,47790,590484,Ladakh,2020,1,aggregated,user,india,2020-Q1,3.490066225165563
xiaomi,15512,0.2924916091563902,53034,695673,Ladakh,2020,2,aggregated,user,india,2020-Q2,6.626352015732547
vivo,11201,0.2112041331975713,53034,695673,Ladakh,2020,2,aggregated,user,india,2020-Q2,-0.27791387313047966
samsung,9371,0.1766979673417053,53034,695673,Ladakh,2020,2,aggregated,user,india,2020-Q2,-0.1633782697973395
oppo,7736,0.1458686880114643,53034,695673,Ladakh,2020,2,aggregated,user,india,2020-Q2,-0.17447444242876964
realme,2628,0.049553116868424,53034,695673,Ladakh,2020,2,aggregated,user,india,2020-Q2,-0.6602895553257497
apple,1234,0.0232680921672889,53034,695673,Ladakh,2020,2,aggregated,user,india,2020-Q2,-0.530441400304414
oneplus,1131,0.0213259418486254,53034,695673,Ladakh,2020,2,aggregated,user,india,2020-Q2,-0.08346839546191243
motorola,828,0.0156126258626541,53034,695673,Ladakh,2020,2,aggregated,user,india,2020-Q2,-0.2679045092838196
huawei,786,0.0148206810725195,53034,695673,Ladakh,2020,2,aggregated,user,india,2020-Q2,-0.050724637681159424
lenovo,461,0.0086925368631443,53034,695673,Ladakh,2020,2,aggregated,user,india,2020-Q2,-0.41348600508905853
others,2146,0.0404646076102123,53034,695673,Ladakh,2020,2,aggregated,user,india,2020-Q2,3.6550976138828633
xiaomi,17122,0.2931799113028887,58401,1015680,Ladakh,2020,3,aggregated,user,india,2020-Q3,6.9785647716682195
vivo,12388,0.2121196554853512,58401,1015680,Ladakh,2020,3,aggregated,user,india,2020-Q3,-0.27648639177666157
samsung,10309,0.1765209499837331,58401,1015680,Ladakh,2020,3,aggregated,user,india,2020-Q3,-0.16782370035518246
oppo,8583,0.1469666615297683,58401,1015680,Ladakh,2020,3,aggregated,user,india,2020-Q3,-0.1674265205160539
realme,3003,0.0514203523912261,58401,1015680,Ladakh,2020,3,aggregated,user,india,2020-Q3,-0.6501223348479552
apple,1338,0.0229105665998869,58401,1015680,Ladakh,2020,3,aggregated,user,india,2020-Q3,-0.5544455544455544
oneplus,1228,0.0210270372082669,58401,1015680,Ladakh,2020,3,aggregated,user,india,2020-Q3,-0.08221225710014946
motorola,865,0.0148113902159209,58401,1015680,Ladakh,2020,3,aggregated,user,india,2020-Q3,-0.2956026058631922
huawei,851,0.0145716682933511,58401,1015680,Ladakh,2020,3,aggregated,user,india,2020-Q3,-0.016184971098265888
lenovo,500,0.0085614972346363,58401,1015680,Ladakh,2020,3,aggregated,user,india,2020-Q3,-0.41245593419506466
others,2214,0.0379103097549699,58401,1015680,Ladakh,2020,3,aggregated,user,india,2020-Q3,3.428
xiaomi,18866,0.2909040445314789,64853,1232757,Ladakh,2020,4,aggregated,user,india,2020-Q4,7.52122854561879
vivo,13750,0.2120179482830401,64853,1232757,Ladakh,2020,4,aggregated,user,india,2020-Q4,-0.2711756599173115
samsung,11484,0.1770773904059951,64853,1232757,Ladakh,2020,4,aggregated,user,india,2020-Q4,-0.16479999999999995
oppo,9683,0.1493068940527038,64853,1232757,Ladakh,2020,4,aggregated,user,india,2020-Q4,-0.15682688958551028
realme,3480,0.0536598152745439,64853,1232757,Ladakh,2020,4,aggregated,user,india,2020-Q4,-0.6406072498192709
apple,1484,0.0228825189274204,64853,1232757,Ladakh,2020,4,aggregated,user,india,2020-Q4,-0.5735632183908046
oneplus,1397,0.0215410235455568,64853,1232757,Ladakh,2020,4,aggregated,user,india,2020-Q4,-0.058625336927223715
huawei,924,0.0142476061246202,64853,1232757,Ladakh,2020,4,aggregated,user,india,2020-Q4,-0.3385826771653543
motorola,912,0.014062572278846,64853,1232757,Ladakh,2020,4,aggregated,user,india,2020-Q4,-0.012987012987012991
lenovo,524,0.0080798112654773,64853,1232757,Ladakh,2020,4,aggregated,user,india,2020-Q4,-0.42543859649122806
others,2349,0.0362203753103171,64853,1232757,Ladakh,2020,4,aggregated,user,india,2020-Q4,3.4828244274809164
xiaomi,20199,0.2888914315136086,69919,1184204,Ladakh,2021,1,aggregated,user,india,2021-Q1,7.598978288633461
vivo,15183,0.2171512750468399,69919,1184204,Ladakh,2021,1,aggregated,user,india,2021-Q1,-0.24832912520421802
samsung,12232,0.1749452938400148,69919,1184204,Ladakh,2021,1,aggregated,user,india,2021-Q1,-0.19436211552394123
oppo,10382,0.148486105350477,69919,1184204,Ladakh,2021,1,aggregated,user,india,2021-Q1,-0.15124264224983652
realme,3940,0.0563509203506915,69919,1184204,Ladakh,2021,1,aggregated,user,india,2021-Q1,-0.620497014062801
apple,1613,0.0230695519100673,69919,1184204,Ladakh,2021,1,aggregated,user,india,2021-Q1,-0.5906091370558375
oneplus,1531,0.0218967662580986,69919,1184204,Ladakh,2021,1,aggregated,user,india,2021-Q1,-0.05083694978301301
huawei,941,0.0134584304695433,69919,1184204,Ladakh,2021,1,aggregated,user,india,2021-Q1,-0.38536903984323967
motorola,924,0.0132152919807205,69919,1184204,Ladakh,2021,1,aggregated,user,india,2021-Q1,-0.018065887353878818
lenovo,520,0.0074371773051674,69919,1184204,Ladakh,2021,1,aggregated,user,india,2021-Q1,-0.4372294372294372
others,2454,0.0350977559747708,69919,1184204,Ladakh,2021,1,aggregated,user,india,2021-Q1,3.7192307692307693
xiaomi,21227,0.2828456454535764,75048,4391632,Ladakh,2021,2,aggregated,user,india,2021-Q2,7.649959250203748
vivo,16463,0.2193662722524251,75048,4391632,Ladakh,2021,2,aggregated,user,india,2021-Q2,-0.22443114900833838
samsung,13134,0.1750079948832747,75048,4391632,Ladakh,2021,2,aggregated,user,india,2021-Q2,-0.20221101864787705
oppo,11029,0.1469592793945208,75048,4391632,Ladakh,2021,2,aggregated,user,india,2021-Q2,-0.16027105223085125
realme,4715,0.062826457733717,75048,4391632,Ladakh,2021,2,aggregated,user,india,2021-Q2,-0.5724907063197027
apple,1823,0.0242911203496428,75048,4391632,Ladakh,2021,2,aggregated,user,india,2021-Q2,-0.6133616118769883
oneplus,1741,0.0231984863020999,75048,4391632,Ladakh,2021,2,aggregated,user,india,2021-Q2,-0.0449808008776742
motorola,922,0.0122854706321287,75048,4391632,Ladakh,2021,2,aggregated,user,india,2021-Q2,-0.4704192992533027
huawei,894,0.0119123760793092,75048,4391632,Ladakh,2021,2,aggregated,user,india,2021-Q2,-0.030368763557483747
lenovo,490,0.0065291546743417,75048,4391632,Ladakh,2021,2,aggregated,user,india,2021-Q2,-0.4519015659955258
others,2610,0.0347777422449632,75048,4391632,Ladakh,2021,2,aggregated,user,india,2021-Q2,4.326530612244898
xiaomi,22384,0.2756310799162664,81210,7099550,Ladakh,2021,3,aggregated,user,india,2021-Q3,7.5762452107279685
vivo,18124,0.2231744859007511,81210,7099550,Ladakh,2021,3,aggregated,user,india,2021-Q3,-0.19031451036454605
samsung,13661,0.1682181997290974,81210,7099550,Ladakh,2021,3,aggregated,user,india,2021-Q3,-0.24624806885897155
oppo,12095,0.1489348602388868,81210,7099550,Ladakh,2021,3,aggregated,user,india,2021-Q3,-0.11463289656686915
realme,5579,0.0686984361531831,81210,7099550,Ladakh,2021,3,aggregated,user,india,2021-Q3,-0.5387350144687888
oneplus,2176,0.0267947297130895,81210,7099550,Ladakh,2021,3,aggregated,user,india,2021-Q3,-0.6099659437175121
apple,2004,0.0246767639453269,81210,7099550,Ladakh,2021,3,aggregated,user,india,2021-Q3,-0.07904411764705888
huawei,1013,0.0124738332717645,81210,7099550,Ladakh,2021,3,aggregated,user,india,2021-Q3,-0.4945109780439122
motorola,910,0.0112055165619997,81210,7099550,Ladakh,2021,3,aggregated,user,india,2021-Q3,-0.1016781836130306
lenovo,476,0.0058613471247383,81210,7099550,Ladakh,2021,3,aggregated,user,india,2021-Q3,-0.4769230769230769
others,2788,0.0343307474448959,81210,7099550,Ladakh,2021,3,aggregated,user,india,2021-Q3,4.857142857142857
xiaomi,23462,0.2695015909117015,87057,2665203,Ladakh,2021,4,aggregated,user,india,2021-Q4,7.415351506456242
vivo,19473,0.2236810365622523,87057,2665203,Ladakh,2021,4,aggregated,user,india,2021-Q4,-0.17001960617168188
samsung,14073,0.1616527102932561,87057,2665203,Ladakh,2021,4,aggregated,user,india,2021-Q4,-0.27730704051763977
oppo,12900,0.1481787794203797,87057,2665203,Ladakh,2021,4,aggregated,user,india,2021-Q4,-0.08335109784694095
realme,6879,0.079017195630449,87057,2665203,Ladakh,2021,4,aggregated,user,india,2021-Q4,-0.4667441860465116
